sep=;
12:00; Saturday; October 05; 2024
Study name:Side_Impact

Beam Name  ;Element  ;End  ;Axial (N/m^2)  ;Bending Dir1 (N/m^2)  ;Bending Dir2 (N/m^2)  ;Torsional (N/m^2)  ;Worst Case (N/m^2)
  ;556  ;1  ;-9.8564e+08  ;3.4113e+09  ;7.3824e+07  ;8.072e+07  ;4.3978e+09
  ;  ;2  ;-9.8564e+08  ;2.8758e+09  ;6.7887e+07  ;8.072e+07  ;3.8622e+09
  ;557  ;1  ;-9.8564e+08  ;2.8758e+09  ;6.789e+07  ;8.0721e+07  ;3.8622e+09
  ;  ;2  ;-9.8564e+08  ;2.3402e+09  ;6.1932e+07  ;8.0721e+07  ;3.3267e+09
  ;558  ;1  ;-9.8564e+08  ;2.3402e+09  ;6.1934e+07  ;8.0721e+07  ;3.3267e+09
  ;  ;2  ;-9.8564e+08  ;1.8047e+09  ;5.5952e+07  ;8.0721e+07  ;2.7912e+09
  ;559  ;1  ;-9.8564e+08  ;1.8047e+09  ;5.5949e+07  ;8.072e+07  ;2.7912e+09
  ;  ;2  ;-9.8564e+08  ;1.2691e+09  ;4.9944e+07  ;8.072e+07  ;2.2558e+09
  ;560  ;1  ;-9.8564e+08  ;1.2691e+09  ;4.9944e+07  ;8.0721e+07  ;2.2558e+09
  ;  ;2  ;-9.8564e+08  ;7.3358e+08  ;4.3922e+07  ;8.0721e+07  ;1.7205e+09
  ;561  ;1  ;-9.8564e+08  ;7.3358e+08  ;4.3922e+07  ;8.072e+07  ;1.7205e+09
  ;  ;2  ;-9.8564e+08  ;1.9803e+08  ;3.7871e+07  ;8.072e+07  ;1.1873e+09
  ;562  ;1  ;-9.8564e+08  ;1.9803e+08  ;3.7871e+07  ;8.072e+07  ;1.1873e+09
  ;  ;2  ;-9.8564e+08  ;-3.3752e+08  ;3.1804e+07  ;8.072e+07  ;1.3247e+09
  ;563  ;1  ;-9.8564e+08  ;-3.3752e+08  ;3.1804e+07  ;8.072e+07  ;1.3247e+09
  ;  ;2  ;-9.8565e+08  ;-8.7307e+08  ;2.5713e+07  ;8.072e+07  ;1.8591e+09
  ;564  ;1  ;-9.8565e+08  ;-8.7307e+08  ;2.5714e+07  ;8.0721e+07  ;1.8591e+09
  ;  ;2  ;-9.8565e+08  ;-1.4086e+09  ;1.9601e+07  ;8.0721e+07  ;2.3944e+09
  ;565  ;1  ;-9.8565e+08  ;-1.4086e+09  ;1.9597e+07  ;8.072e+07  ;2.3944e+09
  ;  ;2  ;-9.8565e+08  ;-1.9442e+09  ;1.3464e+07  ;8.072e+07  ;2.9299e+09
  ;566  ;1  ;-9.8565e+08  ;-1.9442e+09  ;1.3469e+07  ;8.0721e+07  ;2.9299e+09
  ;  ;2  ;-9.8565e+08  ;-2.4797e+09  ;7.3115e+06  ;8.0721e+07  ;3.4654e+09
  ;567  ;1  ;-9.8565e+08  ;-2.4797e+09  ;7.3115e+06  ;8.0721e+07  ;3.4654e+09
  ;  ;2  ;-9.8565e+08  ;-3.0153e+09  ;1.1331e+06  ;8.0721e+07  ;4.0009e+09
Beam-53(Circuler tube 1X0.06(16_GAUGE)(56)[1])  ;  ;  ;  ;  ;  ;  ;
  ;568  ;1  ;2.157e+08  ;-3.7533e+08  ;-2.1323e+08  ;-3.3018e+07  ;6.4738e+08
  ;  ;2  ;2.1571e+08  ;-2.9937e+08  ;-1.7742e+08  ;-3.3018e+07  ;5.637e+08
  ;569  ;1  ;2.1571e+08  ;-2.9937e+08  ;-1.7742e+08  ;-3.3018e+07  ;5.637e+08
  ;  ;2  ;2.1571e+08  ;-2.2341e+08  ;-1.4163e+08  ;-3.3018e+07  ;4.8023e+08
  ;570  ;1  ;2.1571e+08  ;-2.2341e+08  ;-1.4163e+08  ;-3.3018e+07  ;4.8023e+08
  ;  ;2  ;2.1571e+08  ;-1.4745e+08  ;-1.0586e+08  ;-3.3018e+07  ;3.9722e+08
  ;571  ;1  ;2.1571e+08  ;-1.4745e+08  ;-1.0586e+08  ;-3.3018e+07  ;3.9722e+08
  ;  ;2  ;2.1571e+08  ;-7.1484e+07  ;-7.011e+07  ;-3.3018e+07  ;3.1584e+08
  ;572  ;1  ;2.1571e+08  ;-7.1484e+07  ;-7.011e+07  ;-3.3018e+07  ;3.1584e+08
  ;  ;2  ;2.1571e+08  ;4.4841e+06  ;-3.4386e+07  ;-3.3018e+07  ;2.5039e+08
  ;573  ;1  ;2.1571e+08  ;4.4841e+06  ;-3.4386e+07  ;-3.3018e+07  ;2.5039e+08
  ;  ;2  ;2.1571e+08  ;8.0453e+07  ;1.3159e+06  ;-3.3018e+07  ;2.9617e+08
  ;574  ;1  ;2.1571e+08  ;8.0453e+07  ;1.3159e+06  ;-3.3018e+07  ;2.9617e+08
  ;  ;2  ;2.1571e+08  ;1.5643e+08  ;3.6995e+07  ;-3.3018e+07  ;3.7645e+08
  ;575  ;1  ;2.1571e+08  ;1.5643e+08  ;3.6995e+07  ;-3.3018e+07  ;3.7645e+08
  ;  ;2  ;2.1571e+08  ;2.324e+08  ;7.2653e+07  ;-3.3018e+07  ;4.592e+08
  ;576  ;1  ;2.1571e+08  ;2.324e+08  ;7.2653e+07  ;-3.3018e+07  ;4.592e+08
  ;  ;2  ;2.1571e+08  ;3.0837e+08  ;1.0829e+08  ;-3.3018e+07  ;5.4255e+08
  ;577  ;1  ;2.1571e+08  ;3.0838e+08  ;1.0829e+08  ;-3.3018e+07  ;5.4255e+08
  ;  ;2  ;2.1571e+08  ;3.8435e+08  ;1.439e+08  ;-3.3018e+07  ;6.2612e+08
Beam-54(Circuler tube 1X0.06(16_GAUGE)(56)[2])  ;  ;  ;  ;  ;  ;  ;
  ;578  ;1  ;2.9445  ;44,986  ;0.0015093  ;-0.029189  ;44,988
  ;  ;2  ;2.9445  ;1,828.5  ;0.0008946  ;-0.029189  ;1,831.4
  ;579  ;1  ;2.9445  ;1,828.5  ;0.0008946  ;-0.029189  ;1,831.4
  ;  ;2  ;2.9445  ;-19,779  ;0.0002799  ;-0.029189  ;19,781
  ;580  ;1  ;2.9445  ;-19,779  ;0.0002799  ;-0.029189  ;19,781
  ;  ;2  ;2.9445  ;-19,835  ;-0.00033479  ;-0.029189  ;19,838
  ;581  ;1  ;2.9445  ;-19,835  ;-0.00033479  ;-0.029189  ;19,838
  ;  ;2  ;2.9445  ;1,657.8  ;-0.00094949  ;-0.029189  ;1,660.7
  ;582  ;1  ;2.9445  ;1,657.8  ;-0.00094949  ;-0.029189  ;1,660.7
  ;  ;2  ;2.9445  ;44,701  ;-0.0015642  ;-0.029189  ;44,704
Beam-55(Circuler tube 1X0.06(16_GAUGE)(56)[4])  ;  ;  ;  ;  ;  ;  ;
  ;583  ;1  ;5,700.5  ;-0.56947  ;-4,215.5  ;0.010249  ;9,916
  ;  ;2  ;2,850.1  ;-0.36464  ;529.58  ;0.010249  ;3,379.7
  ;584  ;1  ;2,850.1  ;-0.36464  ;529.58  ;0.010249  ;3,379.7
  ;  ;2  ;-0.2333  ;-0.15981  ;2,110.5  ;0.010249  ;2,110.7
  ;585  ;1  ;-0.23329  ;-0.15981  ;2,110.5  ;0.010249  ;2,110.7
  ;  ;2  ;-2,850.6  ;0.045028  ;527.09  ;0.010249  ;3,377.7
  ;586  ;1  ;-2,850.6  ;0.045028  ;527.09  ;0.010249  ;3,377.7
  ;  ;2  ;-5,701  ;0.24986  ;-4,220.5  ;0.010249  ;9,921.5
Beam-56(Circuler tube 1X0.06(16_GAUGE)(13)[2])  ;  ;  ;  ;  ;  ;  ;
  ;587  ;1  ;6.1618e+08  ;1.4111e+09  ;5.7814e+07  ;4.6794e+07  ;2.0285e+09
  ;  ;2  ;6.1618e+08  ;1.2676e+09  ;5.0213e+07  ;4.6794e+07  ;1.8848e+09
  ;588  ;1  ;6.1618e+08  ;1.2676e+09  ;5.0217e+07  ;4.6794e+07  ;1.8848e+09
  ;  ;2  ;6.1618e+08  ;1.124e+09  ;4.2636e+07  ;4.6794e+07  ;1.741e+09
  ;589  ;1  ;6.1618e+08  ;1.124e+09  ;4.2633e+07  ;4.6794e+07  ;1.741e+09
  ;  ;2  ;6.1618e+08  ;9.8047e+08  ;3.5075e+07  ;4.6794e+07  ;1.5973e+09
  ;590  ;1  ;6.1618e+08  ;9.8047e+08  ;3.5075e+07  ;4.6794e+07  ;1.5973e+09
  ;  ;2  ;6.1618e+08  ;8.3692e+08  ;2.754e+07  ;4.6794e+07  ;1.4536e+09
  ;591  ;1  ;6.1618e+08  ;8.3692e+08  ;2.754e+07  ;4.6794e+07  ;1.4536e+09
  ;  ;2  ;6.1618e+08  ;6.9337e+08  ;2.0027e+07  ;4.6794e+07  ;1.3098e+09
  ;592  ;1  ;6.1618e+08  ;6.9337e+08  ;2.0028e+07  ;4.6794e+07  ;1.3098e+09
  ;  ;2  ;6.1618e+08  ;5.4981e+08  ;1.2538e+07  ;4.6794e+07  ;1.1661e+09
  ;593  ;1  ;6.1618e+08  ;5.4981e+08  ;1.2537e+07  ;4.6794e+07  ;1.1661e+09
  ;  ;2  ;6.1618e+08  ;4.0626e+08  ;5.0703e+06  ;4.6794e+07  ;1.0225e+09
  ;594  ;1  ;6.1618e+08  ;4.0626e+08  ;5.0703e+06  ;4.6794e+07  ;1.0225e+09
  ;  ;2  ;6.1618e+08  ;2.6271e+08  ;-2.375e+06  ;4.6794e+07  ;8.789e+08
  ;595  ;1  ;6.1618e+08  ;2.6271e+08  ;-2.375e+06  ;4.6794e+07  ;8.789e+08
  ;  ;2  ;6.1618e+08  ;1.1915e+08  ;-9.797e+06  ;4.6794e+07  ;7.3574e+08
  ;596  ;1  ;6.1618e+08  ;1.1915e+08  ;-9.797e+06  ;4.6794e+07  ;7.3574e+08
  ;  ;2  ;6.1618e+08  ;-2.4401e+07  ;-1.7198e+07  ;4.6794e+07  ;6.4603e+08
  ;597  ;1  ;6.1618e+08  ;-2.4401e+07  ;-1.7198e+07  ;4.6794e+07  ;6.4603e+08
  ;  ;2  ;6.1618e+08  ;-1.6796e+08  ;-2.4575e+07  ;4.6794e+07  ;7.8592e+08
  ;598  ;1  ;6.1618e+08  ;-1.6796e+08  ;-2.4575e+07  ;4.6794e+07  ;7.8592e+08
  ;  ;2  ;6.1618e+08  ;-3.1151e+08  ;-3.193e+07  ;4.6794e+07  ;9.2932e+08
  ;599  ;1  ;6.1618e+08  ;-3.1151e+08  ;-3.193e+07  ;4.6794e+07  ;9.2932e+08
  ;  ;2  ;6.1618e+08  ;-4.5506e+08  ;-3.9262e+07  ;4.6794e+07  ;1.0729e+09
  ;600  ;1  ;6.1618e+08  ;-4.5506e+08  ;-3.9262e+07  ;4.6794e+07  ;1.0729e+09
  ;  ;2  ;6.1618e+08  ;-5.9862e+08  ;-4.6572e+07  ;4.6794e+07  ;1.2166e+09
  ;601  ;1  ;6.1618e+08  ;-5.9862e+08  ;-4.6572e+07  ;4.6794e+07  ;1.2166e+09
  ;  ;2  ;6.1618e+08  ;-7.4217e+08  ;-5.3859e+07  ;4.6794e+07  ;1.3603e+09
  ;602  ;1  ;6.1618e+08  ;-7.4217e+08  ;-5.3859e+07  ;4.6794e+07  ;1.3603e+09
  ;  ;2  ;6.1618e+08  ;-8.8573e+08  ;-6.1124e+07  ;4.6794e+07  ;1.504e+09
  ;603  ;1  ;6.1618e+08  ;-8.8573e+08  ;-6.1122e+07  ;4.6794e+07  ;1.504e+09
  ;  ;2  ;6.1618e+08  ;-1.0293e+09  ;-6.8365e+07  ;4.6794e+07  ;1.6477e+09
  ;604  ;1  ;6.1618e+08  ;-1.0293e+09  ;-6.8367e+07  ;4.6794e+07  ;1.6477e+09
  ;  ;2  ;6.1618e+08  ;-1.1728e+09  ;-7.5586e+07  ;4.6794e+07  ;1.7914e+09
  ;605  ;1  ;6.1618e+08  ;-1.1728e+09  ;-7.5586e+07  ;4.6794e+07  ;1.7914e+09
  ;  ;2  ;6.1618e+08  ;-1.3164e+09  ;-8.2784e+07  ;4.6794e+07  ;1.9352e+09
  ;606  ;1  ;6.1618e+08  ;-1.3164e+09  ;-8.2784e+07  ;4.6794e+07  ;1.9352e+09
  ;  ;2  ;6.1618e+08  ;-1.4599e+09  ;-8.9958e+07  ;4.6794e+07  ;2.0789e+09
  ;607  ;1  ;6.1618e+08  ;-1.4599e+09  ;-8.9958e+07  ;4.6794e+07  ;2.0789e+09
  ;  ;2  ;6.1618e+08  ;-1.6035e+09  ;-9.7111e+07  ;4.6794e+07  ;2.2226e+09
Beam-57(Circuler tube 1X0.08(14_GAUGE)(2)[6])  ;  ;  ;  ;  ;  ;  ;
  ;608  ;1  ;-3,522.9  ;-287.94  ;-5,264.5  ;-0  ;8,795.3
  ;  ;2  ;-4,760.4  ;302.03  ;5,177.8  ;0  ;9,947
Beam-58(Circuler tube 1X0.08(14_GAUGE)(1)[2])  ;  ;  ;  ;  ;  ;  ;
  ;609  ;1  ;4.6271e+08  ;7.801e+07  ;-8.0246e+08  ;9.4173e+07  ;1.269e+09
  ;  ;2  ;4.6271e+08  ;2.6374e+07  ;-5.0588e+08  ;9.4173e+07  ;9.6928e+08
  ;610  ;1  ;4.6271e+08  ;2.6374e+07  ;-5.0588e+08  ;9.4173e+07  ;9.6928e+08
  ;  ;2  ;4.6271e+08  ;-2.5262e+07  ;-2.093e+08  ;9.4173e+07  ;6.7353e+08
  ;611  ;1  ;4.6271e+08  ;-2.5262e+07  ;-2.093e+08  ;9.4173e+07  ;6.7353e+08
  ;  ;2  ;4.6271e+08  ;-7.6898e+07  ;8.7279e+07  ;9.4173e+07  ;5.7903e+08
  ;612  ;1  ;4.6271e+08  ;-7.6898e+07  ;8.7279e+07  ;9.4173e+07  ;5.7903e+08
  ;  ;2  ;4.627e+08  ;-1.2853e+08  ;3.8386e+08  ;9.4173e+07  ;8.6751e+08
Beam-59(Circuler tube 1X0.06(16_GAUGE)(2)[8])  ;  ;  ;  ;  ;  ;  ;
  ;613  ;1  ;-0  ;2.3131e+05  ;0  ;0.033377  ;2.3131e+05
  ;  ;2  ;0  ;1.1661e+05  ;-0  ;0.033377  ;1.1661e+05
  ;614  ;1  ;-0  ;1.1661e+05  ;0  ;-0.13629  ;1.1661e+05
  ;  ;2  ;0  ;24,851  ;-0  ;-0.13629  ;24,851
  ;615  ;1  ;-0  ;24,851  ;0  ;-0.063972  ;24,851
  ;  ;2  ;0  ;-43,968  ;-0  ;-0.063972  ;43,968
  ;616  ;1  ;-0  ;-43,968  ;0  ;1.0032e-13  ;43,968
  ;  ;2  ;0  ;-89,847  ;-0  ;1.0032e-13  ;89,847
  ;617  ;1  ;-0  ;-89,847  ;0  ;5.0123e-14  ;89,847
  ;  ;2  ;0  ;-1.1279e+05  ;-0  ;5.0123e-14  ;1.1279e+05
  ;618  ;1  ;-0  ;-1.1279e+05  ;0  ;-4.1102e-17  ;1.1279e+05
  ;  ;2  ;0  ;-1.1279e+05  ;-0  ;-4.1102e-17  ;1.1279e+05
  ;619  ;1  ;-0  ;-1.1279e+05  ;0  ;-5.0175e-14  ;1.1279e+05
  ;  ;2  ;0  ;-89,847  ;-0  ;-5.0175e-14  ;89,847
  ;620  ;1  ;-0  ;-89,847  ;0  ;-1.0034e-13  ;89,847
  ;  ;2  ;0  ;-43,968  ;-0  ;-1.0034e-13  ;43,968
  ;621  ;1  ;-0  ;-43,968  ;0  ;0.063972  ;43,968
  ;  ;2  ;0  ;24,851  ;-0  ;0.063972  ;24,851
  ;622  ;1  ;-0  ;24,851  ;0  ;0.13629  ;24,851
  ;  ;2  ;0  ;1.1661e+05  ;-0  ;0.13629  ;1.1661e+05
  ;623  ;1  ;-0  ;1.1661e+05  ;0  ;-0.033377  ;1.1661e+05
  ;  ;2  ;0  ;2.3131e+05  ;-0  ;-0.033377  ;2.3131e+05
Beam-60(Circuler tube 1X0.08(14_GAUGE)(2)[2])  ;  ;  ;  ;  ;  ;  ;
  ;624  ;1  ;-5.0733e+07  ;2.8707e+08  ;-2.6543e+09  ;6.2218e+07  ;2.7205e+09
  ;  ;2  ;-5.0735e+07  ;3.0326e+08  ;-3.0078e+09  ;6.2218e+07  ;3.0738e+09
Beam-61(Circuler tube 1X0.08(14_GAUGE)(1)[6])  ;  ;  ;  ;  ;  ;  ;
  ;625  ;1  ;-2.6778e+08  ;2.4972e+08  ;-7.28e+08  ;6.654e+07  ;1.0374e+09
  ;  ;2  ;-2.6778e+08  ;1.6132e+08  ;-4.6781e+08  ;6.654e+07  ;7.6262e+08
  ;626  ;1  ;-2.6778e+08  ;1.6132e+08  ;-4.6781e+08  ;6.654e+07  ;7.6262e+08
  ;  ;2  ;-2.6778e+08  ;7.2923e+07  ;-2.0761e+08  ;6.654e+07  ;4.8782e+08
  ;627  ;1  ;-2.6778e+08  ;7.2923e+07  ;-2.0761e+08  ;6.654e+07  ;4.8782e+08
  ;  ;2  ;-2.6777e+08  ;-1.5474e+07  ;5.2593e+07  ;6.654e+07  ;3.226e+08
  ;628  ;1  ;-2.6777e+08  ;-1.5474e+07  ;5.2593e+07  ;6.654e+07  ;3.226e+08
  ;  ;2  ;-2.6777e+08  ;-1.0387e+08  ;3.1279e+08  ;6.654e+07  ;5.9736e+08
Beam-62(Circuler tube 1X0.06(16_GAUGE)(56)[10])  ;  ;  ;  ;  ;  ;  ;
  ;629  ;1  ;-1.1393e+08  ;-3.5844e+08  ;1.3752e+08  ;-3.3365e+07  ;4.9783e+08
  ;  ;2  ;-1.1392e+08  ;-2.869e+08  ;1.1172e+08  ;-3.3365e+07  ;4.2181e+08
  ;630  ;1  ;-1.1392e+08  ;-2.869e+08  ;1.1172e+08  ;-3.3365e+07  ;4.2181e+08
  ;  ;2  ;-1.1392e+08  ;-2.1538e+08  ;8.5899e+07  ;-3.3365e+07  ;3.458e+08
  ;631  ;1  ;-1.1392e+08  ;-2.1538e+08  ;8.5898e+07  ;-3.3365e+07  ;3.458e+08
  ;  ;2  ;-1.1392e+08  ;-1.4385e+08  ;6.0056e+07  ;-3.3365e+07  ;2.698e+08
  ;632  ;1  ;-1.1392e+08  ;-1.4385e+08  ;6.0056e+07  ;-3.3365e+07  ;2.698e+08
  ;  ;2  ;-1.1392e+08  ;-7.2325e+07  ;3.419e+07  ;-3.3365e+07  ;1.9392e+08
  ;633  ;1  ;-1.1392e+08  ;-7.2324e+07  ;3.419e+07  ;-3.3365e+07  ;1.9392e+08
  ;  ;2  ;-1.1392e+08  ;-8.0198e+05  ;8.3031e+06  ;-3.3365e+07  ;1.2226e+08
  ;634  ;1  ;-1.1392e+08  ;-8.0202e+05  ;8.3031e+06  ;-3.3365e+07  ;1.2226e+08
  ;  ;2  ;-1.1392e+08  ;7.0718e+07  ;-1.7607e+07  ;-3.3365e+07  ;1.868e+08
  ;635  ;1  ;-1.1392e+08  ;7.0718e+07  ;-1.7607e+07  ;-3.3365e+07  ;1.868e+08
  ;  ;2  ;-1.1392e+08  ;1.4224e+08  ;-4.354e+07  ;-3.3365e+07  ;2.6267e+08
  ;636  ;1  ;-1.1392e+08  ;1.4224e+08  ;-4.354e+07  ;-3.3365e+07  ;2.6267e+08
  ;  ;2  ;-1.1392e+08  ;2.1375e+08  ;-6.9495e+07  ;-3.3365e+07  ;3.3868e+08
  ;637  ;1  ;-1.1392e+08  ;2.1375e+08  ;-6.9495e+07  ;-3.3365e+07  ;3.3868e+08
  ;  ;2  ;-1.1392e+08  ;2.8526e+08  ;-9.5473e+07  ;-3.3365e+07  ;4.1473e+08
  ;638  ;1  ;-1.1392e+08  ;2.8526e+08  ;-9.5473e+07  ;-3.3365e+07  ;4.1473e+08
  ;  ;2  ;-1.1391e+08  ;3.5678e+08  ;-1.2147e+08  ;-3.3365e+07  ;4.908e+08
Beam-63(Circuler tube 1X0.06(16_GAUGE)(2)[5])  ;  ;  ;  ;  ;  ;  ;
  ;639  ;1  ;-1.7544e+07  ;3.8706e+08  ;-1.237e+09  ;-2.7447e+07  ;1.3137e+09
  ;  ;2  ;-1.7544e+07  ;4.4233e+08  ;-1.3722e+09  ;-2.7447e+07  ;1.4593e+09
  ;640  ;1  ;-2.4869e+07  ;4.4515e+08  ;-1.3722e+09  ;1.1375e+07  ;1.4675e+09
  ;  ;2  ;-2.4869e+07  ;5.0042e+08  ;-1.496e+09  ;1.1375e+07  ;1.6023e+09
  ;641  ;1  ;-3.1438e+07  ;4.8887e+08  ;-1.496e+09  ;5.4651e+07  ;1.6053e+09
  ;  ;2  ;-3.1439e+07  ;5.4415e+08  ;-1.6045e+09  ;5.4651e+07  ;1.7257e+09
  ;642  ;1  ;-3.7053e+07  ;5.169e+08  ;-1.6045e+09  ;1.0107e+08  ;1.7228e+09
  ;  ;2  ;-3.7054e+07  ;5.7218e+08  ;-1.6945e+09  ;1.0107e+08  ;1.8256e+09
  ;643  ;1  ;-4.1542e+07  ;5.2839e+08  ;-1.6945e+09  ;1.4921e+08  ;1.8166e+09
  ;  ;2  ;-4.1543e+07  ;5.8366e+08  ;-1.7633e+09  ;1.4921e+08  ;1.8989e+09
  ;644  ;1  ;-4.4769e+07  ;5.2298e+08  ;-1.7633e+09  ;1.9762e+08  ;1.884e+09
  ;  ;2  ;-4.477e+07  ;5.7825e+08  ;-1.8086e+09  ;1.9762e+08  ;1.9436e+09
  ;645  ;1  ;-4.6636e+07  ;5.0084e+08  ;-1.8086e+09  ;2.4482e+08  ;1.9233e+09
  ;  ;2  ;-4.6638e+07  ;5.5611e+08  ;-1.8293e+09  ;2.4482e+08  ;1.9586e+09
  ;646  ;1  ;-4.7087e+07  ;4.6264e+08  ;-1.8293e+09  ;2.8939e+08  ;1.934e+09
  ;  ;2  ;-4.7088e+07  ;5.1792e+08  ;-1.8245e+09  ;2.8939e+08  ;1.9437e+09
  ;647  ;1  ;-4.6107e+07  ;4.0954e+08  ;-1.8245e+09  ;3.2996e+08  ;1.916e+09
  ;  ;2  ;-4.6108e+07  ;4.6482e+08  ;-1.7946e+09  ;3.2996e+08  ;1.8999e+09
Beam-64(Circuler tube 1X0.06(16_GAUGE)(1)[8])  ;  ;  ;  ;  ;  ;  ;
  ;648  ;1  ;-6.8949e+06  ;-4.6574e+07  ;-2.5829e+07  ;4.5709e+07  ;6.0152e+07
  ;  ;2  ;-6.8948e+06  ;-4.8466e+07  ;-2.6799e+07  ;4.5709e+07  ;6.2277e+07
  ;649  ;1  ;-6.8989e+06  ;-6.3604e+07  ;-2.6799e+07  ;4.0806e+07  ;7.5919e+07
  ;  ;2  ;-6.8988e+06  ;-6.5496e+07  ;-2.5901e+07  ;4.0806e+07  ;7.7331e+07
  ;650  ;1  ;-6.6931e+06  ;-7.8673e+07  ;-2.5901e+07  ;3.45e+07  ;8.952e+07
  ;  ;2  ;-6.6929e+06  ;-8.0565e+07  ;-2.3163e+07  ;3.45e+07  ;9.0521e+07
  ;651  ;1  ;-6.2838e+06  ;-9.1323e+07  ;-2.3163e+07  ;2.6981e+07  ;1.005e+08
  ;  ;2  ;-6.2834e+06  ;-9.3214e+07  ;-1.8668e+07  ;2.6981e+07  ;1.0135e+08
  ;652  ;1  ;-5.8525e+06  ;-9.9435e+07  ;-1.8668e+07  ;2.0696e+07  ;1.0702e+08
  ;  ;2  ;-5.8523e+06  ;-1.0037e+08  ;-1.5844e+07  ;2.0696e+07  ;1.0746e+08
  ;653  ;1  ;-6.2784e+07  ;-1.4616e+08  ;2.7923e+08  ;3.2628e+07  ;3.7795e+08
  ;  ;2  ;-6.2784e+07  ;-1.4189e+08  ;2.3035e+08  ;3.2628e+07  ;3.3333e+08
  ;654  ;1  ;-7.0406e+07  ;-1.4922e+08  ;2.3035e+08  ;2.3043e+07  ;3.4486e+08
  ;  ;2  ;-7.0406e+07  ;-1.408e+08  ;1.476e+08  ;2.3043e+07  ;2.7439e+08
  ;655  ;1  ;-7.8624e+07  ;-1.4667e+08  ;1.476e+08  ;1.0468e+07  ;2.867e+08
  ;  ;2  ;-7.8624e+07  ;-1.3825e+08  ;8.502e+07  ;1.0468e+07  ;2.4093e+08
  ;656  ;1  ;-8.4454e+07  ;-1.3979e+08  ;8.502e+07  ;-1.6948e+06  ;2.4807e+08
  ;  ;2  ;-8.4453e+07  ;-1.3137e+08  ;4.4513e+07  ;-1.6948e+06  ;2.2316e+08
  ;657  ;1  ;-8.7716e+07  ;-1.2879e+08  ;4.4513e+07  ;-1.3075e+07  ;2.2398e+08
  ;  ;2  ;-8.7716e+07  ;-1.2038e+08  ;2.731e+07  ;-1.3075e+07  ;2.1115e+08
Beam-65(Circuler tube 1X0.06(16_GAUGE)(56)[6])  ;  ;  ;  ;  ;  ;  ;
  ;658  ;1  ;-8.0094e+08  ;3.2497e+07  ;-8.5612e+07  ;7.7694e+07  ;8.9252e+08
  ;  ;2  ;-8.0095e+08  ;7.7817e+07  ;-4.0635e+07  ;7.7694e+07  ;8.8873e+08
  ;659  ;1  ;-8.0095e+08  ;7.7817e+07  ;-4.0635e+07  ;7.7694e+07  ;8.8873e+08
  ;  ;2  ;-8.0095e+08  ;1.2313e+08  ;4.3353e+06  ;7.7694e+07  ;9.2416e+08
  ;660  ;1  ;-8.0095e+08  ;1.2313e+08  ;4.3352e+06  ;7.7694e+07  ;9.2416e+08
  ;  ;2  ;-8.0095e+08  ;1.6845e+08  ;4.9284e+07  ;7.7694e+07  ;9.7647e+08
  ;661  ;1  ;-8.0095e+08  ;1.6845e+08  ;4.9284e+07  ;7.7694e+07  ;9.7647e+08
  ;  ;2  ;-8.0095e+08  ;2.1377e+08  ;9.4221e+07  ;7.7694e+07  ;1.0346e+09
  ;662  ;1  ;-8.0095e+08  ;2.1377e+08  ;9.4221e+07  ;7.7694e+07  ;1.0346e+09
  ;  ;2  ;-8.0096e+08  ;2.5909e+08  ;1.3914e+08  ;7.7694e+07  ;1.095e+09
  ;663  ;1  ;-8.0096e+08  ;2.5909e+08  ;1.3914e+08  ;7.7694e+07  ;1.095e+09
  ;  ;2  ;-8.0096e+08  ;3.0442e+08  ;1.8405e+08  ;7.7694e+07  ;1.1567e+09
  ;664  ;1  ;-8.0096e+08  ;3.0442e+08  ;1.8405e+08  ;7.7694e+07  ;1.1567e+09
  ;  ;2  ;-8.0096e+08  ;3.4974e+08  ;2.2894e+08  ;7.7694e+07  ;1.219e+09
Beam-66(Circuler tube 1X0.06(16_GAUGE)(1)[5])  ;  ;  ;  ;  ;  ;  ;
  ;665  ;1  ;4.1594e+07  ;5.3771e+07  ;1.2805e+07  ;-2.3394e+07  ;9.6868e+07
  ;  ;2  ;4.1597e+07  ;2.8037e+07  ;3.6296e+06  ;-2.3394e+07  ;6.9868e+07
  ;666  ;1  ;4.1597e+07  ;2.8037e+07  ;3.6296e+06  ;-2.3394e+07  ;6.9868e+07
  ;  ;2  ;4.16e+07  ;2.3031e+06  ;-5.5454e+06  ;-2.3394e+07  ;4.7605e+07
  ;667  ;1  ;4.16e+07  ;2.3031e+06  ;-5.5454e+06  ;-2.3394e+07  ;4.7605e+07
  ;  ;2  ;4.1603e+07  ;-2.3431e+07  ;-1.472e+07  ;-2.3394e+07  ;6.9274e+07
  ;668  ;1  ;4.1603e+07  ;-2.3431e+07  ;-1.472e+07  ;-2.3394e+07  ;6.9274e+07
  ;  ;2  ;4.1606e+07  ;-4.9165e+07  ;-2.3895e+07  ;-2.3394e+07  ;9.627e+07
  ;669  ;1  ;4.1606e+07  ;-4.9165e+07  ;-2.3895e+07  ;-2.3394e+07  ;9.627e+07
  ;  ;2  ;4.1609e+07  ;-7.4898e+07  ;-3.307e+07  ;-2.3394e+07  ;1.2348e+08
Beam-67(Circuler tube 1X0.06(16_GAUGE)(6)[5])  ;  ;  ;  ;  ;  ;  ;
  ;670  ;1  ;-1.7228e+05  ;-420.21  ;-642.78  ;-0  ;1.7304e+05
