sep=;
12:00; Saturday; October 05; 2024
Study name:Side_Impact

Beam Name  ;Element  ;End  ;Axial (N/m^2)  ;Bending Dir1 (N/m^2)  ;Bending Dir2 (N/m^2)  ;Torsional (N/m^2)  ;Worst Case (N/m^2)
  ;  ;2  ;-3.7217e+08  ;6.8581e+08  ;2.6267e+07  ;-2.1119e+07  ;1.0585e+09
  ;330  ;1  ;-3.7217e+08  ;6.8581e+08  ;2.627e+07  ;-2.1119e+07  ;1.0585e+09
  ;  ;2  ;-3.7217e+08  ;8.2738e+08  ;3.3062e+07  ;-2.1119e+07  ;1.2002e+09
  ;331  ;1  ;-3.7217e+08  ;8.2738e+08  ;3.3055e+07  ;-2.1118e+07  ;1.2002e+09
  ;  ;2  ;-3.7217e+08  ;9.6894e+08  ;3.9826e+07  ;-2.1118e+07  ;1.3419e+09
  ;332  ;1  ;-3.7217e+08  ;9.6894e+08  ;3.9831e+07  ;-2.1119e+07  ;1.3419e+09
  ;  ;2  ;-3.7217e+08  ;1.1105e+09  ;4.658e+07  ;-2.1119e+07  ;1.4837e+09
  ;333  ;1  ;-3.7217e+08  ;1.1105e+09  ;4.658e+07  ;-2.1119e+07  ;1.4837e+09
  ;  ;2  ;-3.7217e+08  ;1.2521e+09  ;5.3308e+07  ;-2.1119e+07  ;1.6254e+09
  ;334  ;1  ;-3.7217e+08  ;1.2521e+09  ;5.3308e+07  ;-2.1118e+07  ;1.6254e+09
  ;  ;2  ;-3.7217e+08  ;1.3936e+09  ;6.0017e+07  ;-2.1118e+07  ;1.7671e+09
Beam-33(Circuler tube 1X0.06(16_GAUGE)(13)[6])  ;  ;  ;  ;  ;  ;  ;
  ;335  ;1  ;-21.287  ;-0.11286  ;-48,190  ;-0.91952  ;48,211
  ;  ;2  ;-21.287  ;-0.02996  ;-1,142.6  ;-0.91952  ;1,163.9
  ;336  ;1  ;-21.287  ;-0.02882  ;-1,142.6  ;-0.91973  ;1,163.9
  ;  ;2  ;-21.287  ;-0.0075703  ;23,877  ;-0.91973  ;23,898
  ;337  ;1  ;-21.287  ;-0.0075703  ;23,877  ;-0.91973  ;23,898
  ;  ;2  ;-21.287  ;-0.00097339  ;26,868  ;-0.91973  ;26,889
  ;338  ;1  ;-21.287  ;-0.00097339  ;26,868  ;-0.91973  ;26,889
  ;  ;2  ;-21.287  ;-0.0090291  ;7,831.4  ;-0.91973  ;7,852.7
  ;339  ;1  ;-21.287  ;-0.0012152  ;7,831.4  ;-0.91828  ;7,852.7
  ;  ;2  ;-21.287  ;-0.064953  ;-33,233  ;-0.91828  ;33,255
Beam-34(Circuler tube 1X0.06(16_GAUGE)(13)[9])  ;  ;  ;  ;  ;  ;  ;
  ;340  ;1  ;3.7617  ;-0.032451  ;19,424  ;-0.42309  ;19,427
  ;  ;2  ;3.7617  ;0.046807  ;-28,068  ;-0.42309  ;28,072
  ;341  ;1  ;3.7617  ;0.018743  ;-28,068  ;-0.41786  ;28,072
  ;  ;2  ;3.7617  ;0.035943  ;-53,712  ;-0.41786  ;53,715
  ;342  ;1  ;3.7617  ;0.035943  ;-53,712  ;-0.41786  ;53,715
  ;  ;2  ;3.7617  ;0.03858  ;-57,507  ;-0.41786  ;57,511
  ;343  ;1  ;3.7617  ;0.03858  ;-57,507  ;-0.41786  ;57,511
  ;  ;2  ;3.7617  ;0.026653  ;-39,455  ;-0.41786  ;39,459
  ;344  ;1  ;3.7617  ;0.066102  ;-39,455  ;-0.41051  ;39,459
  ;  ;2  ;3.7617  ;-0.00029225  ;445.33  ;-0.41051  ;449.09
Beam-35(Circuler tube 1X0.08(14_GAUGE)(2)[7])  ;  ;  ;  ;  ;  ;  ;
  ;345  ;1  ;-1.0548e+08  ;4.0983e+08  ;-1.3487e+08  ;6.5094e+07  ;5.3692e+08
  ;  ;2  ;-1.0547e+08  ;4.7739e+08  ;-9.8229e+07  ;6.5094e+07  ;5.9287e+08
  ;346  ;1  ;-1.0547e+08  ;4.7739e+08  ;-9.8227e+07  ;6.5095e+07  ;5.9287e+08
  ;  ;2  ;-1.0547e+08  ;5.4496e+08  ;-6.1576e+07  ;6.5095e+07  ;6.539e+08
  ;347  ;1  ;-1.0547e+08  ;5.4496e+08  ;-6.1577e+07  ;6.5095e+07  ;6.539e+08
  ;  ;2  ;-1.0547e+08  ;6.1254e+08  ;-2.4922e+07  ;6.5095e+07  ;7.1851e+08
  ;348  ;1  ;-1.0547e+08  ;6.1254e+08  ;-2.4921e+07  ;6.5094e+07  ;7.1851e+08
  ;  ;2  ;-1.0546e+08  ;6.8011e+08  ;1.1735e+07  ;6.5094e+07  ;7.8567e+08
  ;349  ;1  ;-1.0546e+08  ;6.8011e+08  ;1.1735e+07  ;6.5095e+07  ;7.8567e+08
  ;  ;2  ;-1.0546e+08  ;7.4769e+08  ;4.8397e+07  ;6.5095e+07  ;8.5471e+08
  ;350  ;1  ;-1.0546e+08  ;7.4769e+08  ;4.8397e+07  ;6.5094e+07  ;8.5471e+08
  ;  ;2  ;-1.0546e+08  ;8.1527e+08  ;8.5062e+07  ;6.5094e+07  ;9.2515e+08
  ;351  ;1  ;-1.0546e+08  ;8.1527e+08  ;8.5062e+07  ;6.5095e+07  ;9.2515e+08
  ;  ;2  ;-1.0545e+08  ;8.8285e+08  ;1.2173e+08  ;6.5095e+07  ;9.9666e+08
  ;352  ;1  ;-1.0545e+08  ;8.8286e+08  ;1.2173e+08  ;6.5094e+07  ;9.9666e+08
  ;  ;2  ;-1.0545e+08  ;9.5044e+08  ;1.584e+08  ;6.5094e+07  ;1.069e+09
  ;353  ;1  ;-1.0545e+08  ;9.5044e+08  ;1.584e+08  ;6.5093e+07  ;1.069e+09
  ;  ;2  ;-1.0545e+08  ;1.018e+09  ;1.9508e+08  ;6.5093e+07  ;1.142e+09
  ;354  ;1  ;-1.0545e+08  ;1.018e+09  ;1.9507e+08  ;6.5095e+07  ;1.142e+09
  ;  ;2  ;-1.0544e+08  ;1.0856e+09  ;2.3175e+08  ;6.5095e+07  ;1.2155e+09
  ;355  ;1  ;-1.0548e+08  ;4.0983e+08  ;-1.3487e+08  ;6.5094e+07  ;5.3692e+08
  ;  ;2  ;-1.0547e+08  ;4.7739e+08  ;-9.8229e+07  ;6.5094e+07  ;5.9287e+08
  ;356  ;1  ;-1.0547e+08  ;4.7739e+08  ;-9.8227e+07  ;6.5095e+07  ;5.9287e+08
  ;  ;2  ;-1.0547e+08  ;5.4496e+08  ;-6.1576e+07  ;6.5095e+07  ;6.539e+08
  ;357  ;1  ;-1.0547e+08  ;5.4496e+08  ;-6.1577e+07  ;6.5095e+07  ;6.539e+08
  ;  ;2  ;-1.0547e+08  ;6.1254e+08  ;-2.4922e+07  ;6.5095e+07  ;7.1851e+08
  ;358  ;1  ;-1.0547e+08  ;6.1254e+08  ;-2.4921e+07  ;6.5094e+07  ;7.1851e+08
  ;  ;2  ;-1.0546e+08  ;6.8011e+08  ;1.1735e+07  ;6.5094e+07  ;7.8567e+08
  ;359  ;1  ;-1.0546e+08  ;6.8011e+08  ;1.1735e+07  ;6.5095e+07  ;7.8567e+08
  ;  ;2  ;-1.0546e+08  ;7.4769e+08  ;4.8397e+07  ;6.5095e+07  ;8.5471e+08
  ;360  ;1  ;-1.0546e+08  ;7.4769e+08  ;4.8397e+07  ;6.5094e+07  ;8.5471e+08
  ;  ;2  ;-1.0546e+08  ;8.1527e+08  ;8.5062e+07  ;6.5094e+07  ;9.2515e+08
  ;361  ;1  ;-1.0546e+08  ;8.1527e+08  ;8.5062e+07  ;6.5095e+07  ;9.2515e+08
  ;  ;2  ;-1.0545e+08  ;8.8285e+08  ;1.2173e+08  ;6.5095e+07  ;9.9666e+08
  ;362  ;1  ;-1.0545e+08  ;8.8286e+08  ;1.2173e+08  ;6.5094e+07  ;9.9666e+08
  ;  ;2  ;-1.0545e+08  ;9.5044e+08  ;1.584e+08  ;6.5094e+07  ;1.069e+09
  ;363  ;1  ;-1.0545e+08  ;9.5044e+08  ;1.584e+08  ;6.5093e+07  ;1.069e+09
  ;  ;2  ;-1.0545e+08  ;1.018e+09  ;1.9508e+08  ;6.5093e+07  ;1.142e+09
  ;364  ;1  ;-1.0545e+08  ;1.018e+09  ;1.9507e+08  ;6.5095e+07  ;1.142e+09
  ;  ;2  ;-1.0544e+08  ;1.0856e+09  ;2.3175e+08  ;6.5095e+07  ;1.2155e+09
Beam-36(Circuler tube 1X0.08(14_GAUGE)(1)[3])  ;  ;  ;  ;  ;  ;  ;
  ;365  ;1  ;-1.0644e+07  ;5.6831e+08  ;1.1374e+07  ;-5.6754e+06  ;5.7907e+08
  ;  ;2  ;-1.0644e+07  ;6.245e+08  ;8.5791e+05  ;-5.6754e+06  ;6.3514e+08
  ;366  ;1  ;-9.9134e+06  ;6.1304e+08  ;8.5791e+05  ;-5.9809e+07  ;6.2295e+08
  ;  ;2  ;-9.9138e+06  ;6.6922e+08  ;-1.5429e+07  ;-5.9809e+07  ;6.7932e+08
  ;367  ;1  ;-8.8825e+06  ;6.3828e+08  ;-1.5429e+07  ;-1.1701e+08  ;6.4735e+08
  ;  ;2  ;-8.883e+06  ;6.9447e+08  ;-3.6992e+07  ;-1.1701e+08  ;7.0434e+08
  ;368  ;1  ;-7.582e+06  ;6.4328e+08  ;-3.6992e+07  ;-1.7553e+08  ;6.5193e+08
  ;  ;2  ;-7.5828e+06  ;6.9947e+08  ;-6.3177e+07  ;-1.7553e+08  ;7.099e+08
  ;369  ;1  ;-6.0516e+06  ;6.2788e+08  ;-6.3177e+07  ;-2.3359e+08  ;6.3711e+08
  ;  ;2  ;-6.0526e+06  ;6.8407e+08  ;-9.3188e+07  ;-2.3359e+08  ;6.9644e+08
  ;370  ;1  ;-4.3376e+06  ;5.9255e+08  ;-9.3188e+07  ;-2.8943e+08  ;6.0417e+08
  ;  ;2  ;-4.3387e+06  ;6.4874e+08  ;-1.2612e+08  ;-2.8943e+08  ;6.6522e+08
  ;371  ;1  ;4.2254e+08  ;4.2622e+07  ;-5.5975e+07  ;1.1024e+08  ;4.9289e+08
  ;  ;2  ;4.2254e+08  ;4.2619e+07  ;-5.6073e+07  ;1.1024e+08  ;4.9297e+08
  ;372  ;1  ;4.3751e+08  ;6.1295e+07  ;-5.6073e+07  ;1.0802e+08  ;5.2059e+08
  ;  ;2  ;4.3751e+08  ;3.7297e+07  ;-5.5893e+08  ;1.0802e+08  ;9.9769e+08
  ;373  ;1  ;4.5806e+08  ;7.4243e+07  ;-5.5893e+08  ;1.0314e+08  ;1.0219e+09
  ;  ;2  ;4.5806e+08  ;5.0241e+07  ;-8.1031e+08  ;1.0314e+08  ;1.2699e+09
  ;374  ;1  ;4.647e+08  ;8.5299e+07  ;-8.1031e+08  ;9.7214e+07  ;1.2795e+09
  ;  ;2  ;4.647e+08  ;6.1297e+07  ;-8.0246e+08  ;9.7214e+07  ;1.2695e+09
Beam-37(Circuler tube 1X0.06(16_GAUGE)(2)[2])  ;  ;  ;  ;  ;  ;  ;
  ;375  ;1  ;-8.5728e+08  ;-1.2637e+08  ;-1.3699e+09  ;-1.1524e+08  ;2.233e+09
  ;  ;2  ;-8.5728e+08  ;1.1499e+06  ;-3.1099e+08  ;-1.1524e+08  ;1.1683e+09
  ;376  ;1  ;-8.5728e+08  ;1.1499e+06  ;-3.1099e+08  ;-1.1524e+08  ;1.1683e+09
  ;  ;2  ;-8.5728e+08  ;1.2867e+08  ;7.4788e+08  ;-1.1524e+08  ;1.6162e+09
Beam-38(Circuler tube 1X0.08(14_GAUGE)(2)[3])  ;  ;  ;  ;  ;  ;  ;
  ;377  ;1  ;5.1045e+06  ;-2.4826e+07  ;-2.9435e+07  ;1.2567e+08  ;4.3611e+07
  ;  ;2  ;5.101e+06  ;-1.4503e+08  ;-6.7545e+07  ;1.2567e+08  ;1.6509e+08
  ;378  ;1  ;5.101e+06  ;-1.4503e+08  ;-6.7546e+07  ;1.2567e+08  ;1.6509e+08
  ;  ;2  ;5.0975e+06  ;-2.6522e+08  ;-1.0565e+08  ;1.2567e+08  ;2.9059e+08
  ;379  ;1  ;-4.129e+07  ;-3.3032e+08  ;-1.3208e+08  ;-2.5175e+07  ;3.9703e+08
  ;  ;2  ;-4.1294e+07  ;-2.7245e+08  ;-1.3312e+08  ;-2.5175e+07  ;3.4453e+08
  ;380  ;1  ;-4.1294e+07  ;-2.7245e+08  ;-1.3312e+08  ;-2.5175e+07  ;3.4453e+08
  ;  ;2  ;-4.1297e+07  ;-2.1458e+08  ;-1.3415e+08  ;-2.5175e+07  ;2.9436e+08
  ;381  ;1  ;-4.1297e+07  ;-2.1458e+08  ;-1.3415e+08  ;-2.5175e+07  ;2.9436e+08
  ;  ;2  ;-4.13e+07  ;-1.5671e+08  ;-1.3518e+08  ;-2.5175e+07  ;2.4826e+08
  ;382  ;1  ;-4.13e+07  ;-1.5671e+08  ;-1.3518e+08  ;-2.5175e+07  ;2.4826e+08
  ;  ;2  ;-4.1303e+07  ;-9.8833e+07  ;-1.362e+08  ;-2.5175e+07  ;2.0959e+08
  ;383  ;1  ;-4.1303e+07  ;-9.8829e+07  ;-1.3621e+08  ;-2.5175e+07  ;2.0959e+08
  ;  ;2  ;-4.1306e+07  ;-4.0951e+07  ;-1.3722e+08  ;-2.5175e+07  ;1.8451e+08
  ;384  ;1  ;-4.1306e+07  ;-4.0955e+07  ;-1.3722e+08  ;-2.5175e+07  ;1.8451e+08
  ;  ;2  ;-4.131e+07  ;1.6928e+07  ;-1.3823e+08  ;-2.5175e+07  ;1.8057e+08
  ;385  ;1  ;-4.131e+07  ;1.6928e+07  ;-1.3823e+08  ;-2.5175e+07  ;1.8057e+08
  ;  ;2  ;-4.1313e+07  ;7.4814e+07  ;-1.3923e+08  ;-2.5175e+07  ;1.9937e+08
  ;386  ;1  ;-4.1313e+07  ;7.4814e+07  ;-1.3923e+08  ;-2.5175e+07  ;1.9937e+08
  ;  ;2  ;-4.1316e+07  ;1.327e+08  ;-1.4022e+08  ;-2.5175e+07  ;2.3438e+08
  ;387  ;1  ;-2.2278e+07  ;3.0107e+07  ;-4.0366e+08  ;3.6678e+07  ;4.2706e+08
  ;  ;2  ;-2.2281e+07  ;4.2204e+07  ;3.0389e+07  ;3.6678e+07  ;7.4287e+07
  ;388  ;1  ;-2.2281e+07  ;4.2204e+07  ;3.039e+07  ;3.6678e+07  ;7.4287e+07
  ;  ;2  ;-2.2283e+07  ;5.4295e+07  ;4.6445e+08  ;3.6678e+07  ;4.899e+08
  ;389  ;1  ;-2.2283e+07  ;5.4302e+07  ;4.6445e+08  ;3.6677e+07  ;4.899e+08
  ;  ;2  ;-2.2286e+07  ;6.6403e+07  ;8.9851e+08  ;3.6677e+07  ;9.2325e+08
  ;390  ;1  ;-2.2286e+07  ;6.6403e+07  ;8.9851e+08  ;3.6677e+07  ;9.2325e+08
  ;  ;2  ;-2.2289e+07  ;7.8507e+07  ;1.3326e+09  ;3.6677e+07  ;1.3572e+09
  ;391  ;1  ;-2.2289e+07  ;7.8507e+07  ;1.3326e+09  ;3.6677e+07  ;1.3572e+09
  ;  ;2  ;-2.2292e+07  ;9.0614e+07  ;1.7667e+09  ;3.6677e+07  ;1.7913e+09
  ;392  ;1  ;-6.118e+07  ;3.2586e+07  ;1.9904e+09  ;7.2271e+07  ;2.0519e+09
  ;  ;2  ;-6.1183e+07  ;8.7637e+07  ;1.0621e+09  ;7.2271e+07  ;1.1269e+09
  ;393  ;1  ;-6.1183e+07  ;8.7633e+07  ;1.0621e+09  ;7.2272e+07  ;1.1269e+09
  ;  ;2  ;-6.1187e+07  ;1.4269e+08  ;1.3384e+08  ;7.2272e+07  ;2.5682e+08
  ;394  ;1  ;-6.1187e+07  ;1.4269e+08  ;1.3384e+08  ;7.2272e+07  ;2.5682e+08
  ;  ;2  ;-6.119e+07  ;1.9775e+08  ;-7.9444e+08  ;7.2272e+07  ;8.7987e+08
  ;395  ;1  ;-6.119e+07  ;1.9775e+08  ;-7.9444e+08  ;7.2272e+07  ;8.7987e+08
  ;  ;2  ;-6.1193e+07  ;2.5282e+08  ;-1.7227e+09  ;7.2272e+07  ;1.8024e+09
  ;396  ;1  ;-6.1193e+07  ;2.5282e+08  ;-1.7227e+09  ;7.2272e+07  ;1.8024e+09
  ;  ;2  ;-6.1196e+07  ;3.0789e+08  ;-2.651e+09  ;7.2272e+07  ;2.73e+09
Beam-39(Circuler tube 1X0.08(14_GAUGE)(1)[7])  ;  ;  ;  ;  ;  ;  ;
  ;397  ;1  ;-5,759.2  ;3.1861  ;-4,216.3  ;-0.3989  ;9,975.5
  ;  ;2  ;-2,879.7  ;-1.3859  ;899.51  ;-0.3989  ;3,779.2
  ;398  ;1  ;-2,879.7  ;-1.3859  ;899.51  ;-0.3989  ;3,779.2
  ;  ;2  ;-0.091263  ;-5.9579  ;2,664  ;-0.3989  ;2,664.1
  ;399  ;1  ;-0.091361  ;-5.9579  ;2,664  ;-0.3989  ;2,664.1
  ;  ;2  ;2,879.5  ;-10.53  ;1,077.3  ;-0.3989  ;3,956.8
  ;400  ;1  ;2,879.5  ;-10.53  ;1,077.3  ;-0.3989  ;3,956.8
  ;  ;2  ;5,759  ;-15.102  ;-3,860.8  ;-0.3989  ;9,619.9
Beam-40(Circuler tube 1X0.06(16_GAUGE)(6)[2])  ;  ;  ;  ;  ;  ;  ;
  ;401  ;1  ;-8.3719e+08  ;3.3639e+06  ;-1.7712e+09  ;-2.5655e+07  ;2.6084e+09
  ;  ;2  ;-8.3719e+08  ;2.6597e+06  ;-1.6216e+09  ;-2.5655e+07  ;2.4587e+09
  ;402  ;1  ;-8.3719e+08  ;2.6698e+06  ;-1.6216e+09  ;-2.5656e+07  ;2.4587e+09
  ;  ;2  ;-8.3719e+08  ;1.9839e+06  ;-1.4719e+09  ;-2.5656e+07  ;2.3091e+09
  ;403  ;1  ;-8.3719e+08  ;1.9757e+06  ;-1.4719e+09  ;-2.5655e+07  ;2.3091e+09
  ;  ;2  ;-8.3719e+08  ;1.3185e+06  ;-1.3222e+09  ;-2.5655e+07  ;2.1594e+09
  ;404  ;1  ;-8.3719e+08  ;1.3183e+06  ;-1.3222e+09  ;-2.5655e+07  ;2.1594e+09
  ;  ;2  ;-8.3719e+08  ;6.8475e+05  ;-1.1726e+09  ;-2.5655e+07  ;2.0098e+09
  ;405  ;1  ;-8.3719e+08  ;6.848e+05  ;-1.1726e+09  ;-2.5655e+07  ;2.0098e+09
  ;  ;2  ;-8.3719e+08  ;74,712  ;-1.0229e+09  ;-2.5655e+07  ;1.8601e+09
  ;406  ;1  ;-8.3719e+08  ;78,581  ;-1.0229e+09  ;-2.5656e+07  ;1.8601e+09
  ;  ;2  ;-8.3719e+08  ;-5.1301e+05  ;-8.7327e+08  ;-2.5656e+07  ;1.7105e+09
  ;407  ;1  ;-8.3719e+08  ;-5.1307e+05  ;-8.7327e+08  ;-2.5656e+07  ;1.7105e+09
  ;  ;2  ;-8.3719e+08  ;-1.0811e+06  ;-7.2362e+08  ;-2.5656e+07  ;1.5608e+09
  ;408  ;1  ;-8.3719e+08  ;-1.0828e+06  ;-7.2362e+08  ;-2.5655e+07  ;1.5608e+09
  ;  ;2  ;-8.3719e+08  ;-1.6225e+06  ;-5.7396e+08  ;-2.5655e+07  ;1.4112e+09
  ;409  ;1  ;-8.3719e+08  ;-1.6225e+06  ;-5.7396e+08  ;-2.5655e+07  ;1.4112e+09
  ;  ;2  ;-8.3719e+08  ;-2.1386e+06  ;-4.243e+08  ;-2.5655e+07  ;1.2615e+09
  ;410  ;1  ;-8.3719e+08  ;-2.1381e+06  ;-4.243e+08  ;-2.5655e+07  ;1.2615e+09
  ;  ;2  ;-8.3719e+08  ;-2.6353e+06  ;-2.7465e+08  ;-2.5655e+07  ;1.1119e+09
  ;411  ;1  ;-8.3719e+08  ;-2.6354e+06  ;-2.7465e+08  ;-2.5655e+07  ;1.1119e+09
  ;  ;2  ;-8.3719e+08  ;-3.1046e+06  ;-1.2499e+08  ;-2.5655e+07  ;9.6222e+08
  ;412  ;1  ;-8.3719e+08  ;-3.1046e+06  ;-1.2499e+08  ;-2.5655e+07  ;9.6222e+08
  ;  ;2  ;-8.3719e+08  ;-3.5502e+06  ;2.4668e+07  ;-2.5655e+07  ;8.6212e+08
  ;413  ;1  ;-8.3719e+08  ;-3.5502e+06  ;2.4668e+07  ;-2.5655e+07  ;8.6212e+08
  ;  ;2  ;-8.3719e+08  ;-3.9722e+06  ;1.7433e+08  ;-2.5655e+07  ;1.0116e+09
  ;414  ;1  ;-8.3719e+08  ;-3.9718e+06  ;1.7433e+08  ;-2.5655e+07  ;1.0116e+09
  ;  ;2  ;-8.3719e+08  ;-4.3788e+06  ;3.2398e+08  ;-2.5655e+07  ;1.1612e+09
  ;415  ;1  ;-8.3719e+08  ;-4.38e+06  ;3.2398e+08  ;-2.5655e+07  ;1.1612e+09
  ;  ;2  ;-8.3719e+08  ;-4.7552e+06  ;4.7364e+08  ;-2.5655e+07  ;1.3109e+09
  ;416  ;1  ;-8.3719e+08  ;-4.7552e+06  ;4.7364e+08  ;-2.5655e+07  ;1.3109e+09
  ;  ;2  ;-8.3719e+08  ;-5.1068e+06  ;6.2329e+08  ;-2.5655e+07  ;1.4605e+09
  ;417  ;1  ;-8.3719e+08  ;-5.1068e+06  ;6.2329e+08  ;-2.5655e+07  ;1.4605e+09
  ;  ;2  ;-8.3719e+08  ;-5.4349e+06  ;7.7295e+08  ;-2.5655e+07  ;1.6102e+09
  ;418  ;1  ;-8.3719e+08  ;-5.4349e+06  ;7.7295e+08  ;-2.5655e+07  ;1.6102e+09
  ;  ;2  ;-8.3719e+08  ;-5.7394e+06  ;9.2261e+08  ;-2.5655e+07  ;1.7598e+09
  ;419  ;1  ;-8.3719e+08  ;-5.7354e+06  ;9.2261e+08  ;-2.5655e+07  ;1.7598e+09
  ;  ;2  ;-8.3719e+08  ;-6.0202e+06  ;1.0723e+09  ;-2.5655e+07  ;1.9095e+09
  ;420  ;1  ;-8.3719e+08  ;-6.0255e+06  ;1.0723e+09  ;-2.5656e+07  ;1.9095e+09
  ;  ;2  ;-8.3719e+08  ;-6.2831e+06  ;1.2219e+09  ;-2.5656e+07  ;2.0591e+09
  ;421  ;1  ;-8.3719e+08  ;-6.2831e+06  ;1.2219e+09  ;-2.5656e+07  ;2.0591e+09
  ;  ;2  ;-8.3719e+08  ;-6.5171e+06  ;1.3716e+09  ;-2.5656e+07  ;2.2088e+09
  ;422  ;1  ;-8.3719e+08  ;-6.5086e+06  ;1.3716e+09  ;-2.5655e+07  ;2.2088e+09
  ;  ;2  ;-8.3719e+08  ;-6.7225e+06  ;1.5212e+09  ;-2.5655e+07  ;2.3584e+09
Beam-41(Circuler tube 1X0.06(16_GAUGE)(56)[13])  ;  ;  ;  ;  ;  ;  ;
  ;423  ;1  ;-4.6864  ;38,833  ;0.025146  ;0.0034059  ;38,838
  ;  ;2  ;-4.1792  ;-2,955.1  ;-0.0019116  ;0.0034059  ;2,959.3
  ;424  ;1  ;-4.1824  ;-2,955.1  ;0.0040329  ;0.0039562  ;2,959.3
  ;  ;2  ;-3.6729  ;-22,864  ;0.031181  ;0.0039562  ;22,867
  ;425  ;1  ;-3.672  ;-22,864  ;0.015849  ;-0.00030151  ;22,867
  ;  ;2  ;-3.1648  ;-20,893  ;0.014484  ;-0.00030151  ;20,896
  ;426  ;1  ;-3.1648  ;-20,893  ;0.014483  ;-0.0041924  ;20,896
  ;  ;2  ;-2.6576  ;2,957.2  ;-0.0020466  ;-0.0041924  ;2,959.8
  ;427  ;1  ;-2.6576  ;2,957.2  ;-0.0020466  ;-0.0047431  ;2,959.8
  ;  ;2  ;-2.1504  ;48,687  ;-0.033757  ;-0.0047431  ;48,689
Beam-42(Circuler tube 1X0.06(16_GAUGE)(2)[6])  ;  ;  ;  ;  ;  ;  ;
  ;428  ;1  ;5.6072e+08  ;-8.795e+07  ;-7.1098e+08  ;-5.6162e+07  ;1.2771e+09
  ;  ;2  ;5.6073e+08  ;4.0895e+07  ;2.5237e+08  ;-5.6162e+07  ;8.1639e+08
  ;429  ;1  ;5.6073e+08  ;4.0895e+07  ;2.5237e+08  ;-5.6162e+07  ;8.1639e+08
  ;  ;2  ;5.6073e+08  ;1.6974e+08  ;1.2157e+09  ;-5.6162e+07  ;1.7883e+09
Beam-43(Circuler tube 1X0.06(16_GAUGE)(56)[5])  ;  ;  ;  ;  ;  ;  ;
  ;430  ;1  ;2.1309e+08  ;1.409e+08  ;-1.1352e+08  ;-3.0778e+07  ;3.9403e+08
  ;  ;2  ;2.1309e+08  ;1.1749e+08  ;-8.6647e+07  ;-3.0778e+07  ;3.5907e+08
  ;431  ;1  ;2.1309e+08  ;1.1749e+08  ;-8.6646e+07  ;-3.0778e+07  ;3.5907e+08
  ;  ;2  ;2.1309e+08  ;9.4077e+07  ;-5.9749e+07  ;-3.0778e+07  ;3.2454e+08
  ;432  ;1  ;2.1309e+08  ;9.4077e+07  ;-5.9749e+07  ;-3.0778e+07  ;3.2454e+08
  ;  ;2  ;2.1309e+08  ;7.0664e+07  ;-3.283e+07  ;-3.0778e+07  ;2.9101e+08
  ;433  ;1  ;2.1309e+08  ;7.0664e+07  ;-3.283e+07  ;-3.0778e+07  ;2.9101e+08
  ;  ;2  ;2.1309e+08  ;4.7249e+07  ;-5.8887e+06  ;-3.0778e+07  ;2.6071e+08
  ;434  ;1  ;2.1309e+08  ;4.7249e+07  ;-5.8886e+06  ;-3.0778e+07  ;2.6071e+08
  ;  ;2  ;2.131e+08  ;2.3832e+07  ;2.1076e+07  ;-3.0778e+07  ;2.4491e+08
  ;435  ;1  ;2.131e+08  ;2.3832e+07  ;2.1076e+07  ;-3.0778e+07  ;2.4491e+08
  ;  ;2  ;2.131e+08  ;4.1109e+05  ;4.8062e+07  ;-3.0778e+07  ;2.6116e+08
  ;436  ;1  ;2.131e+08  ;4.111e+05  ;4.8062e+07  ;-3.0778e+07  ;2.6116e+08
  ;  ;2  ;2.131e+08  ;-2.301e+07  ;7.5072e+07  ;-3.0778e+07  ;2.9162e+08
  ;437  ;1  ;2.131e+08  ;-2.301e+07  ;7.5072e+07  ;-3.0778e+07  ;2.9162e+08
  ;  ;2  ;2.131e+08  ;-4.6434e+07  ;1.021e+08  ;-3.0778e+07  ;3.2526e+08
  ;438  ;1  ;2.131e+08  ;-4.6434e+07  ;1.021e+08  ;-3.0778e+07  ;3.2526e+08
  ;  ;2  ;2.131e+08  ;-6.9861e+07  ;1.2916e+08  ;-3.0778e+07  ;3.5994e+08
  ;439  ;1  ;2.131e+08  ;-6.9861e+07  ;1.2916e+08  ;-3.0778e+07  ;3.5994e+08
  ;  ;2  ;2.131e+08  ;-9.3289e+07  ;1.5623e+08  ;-3.0778e+07  ;3.9507e+08
Beam-44(Circuler tube 1X0.06(16_GAUGE)(1)[2])  ;  ;  ;  ;  ;  ;  ;
  ;440  ;1  ;5.2946e+06  ;4.6573e+08  ;-9.35e+07  ;3.4312e+07  ;4.8032e+08
  ;  ;2  ;5.2946e+06  ;5.0603e+08  ;-9.964e+07  ;3.4312e+07  ;5.2104e+08
  ;441  ;1  ;5.9032e+06  ;5.1026e+08  ;-9.964e+07  ;-1.0146e+07  ;5.258e+08
  ;  ;2  ;5.9031e+06  ;5.5056e+08  ;-1.0426e+08  ;-1.0146e+07  ;5.6624e+08
  ;442  ;1  ;6.3323e+06  ;5.3867e+08  ;-1.0426e+08  ;-5.7792e+07  ;5.55e+08
  ;  ;2  ;6.332e+06  ;5.7897e+08  ;-1.0723e+08  ;-5.7792e+07  ;5.9514e+08
  ;443  ;1  ;6.5687e+06  ;5.501e+08  ;-1.0723e+08  ;-1.0718e+08  ;5.6702e+08
