sep=;
12:00; Saturday; October 05; 2024
Study name:Side_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;  ;2  ;-6,074.5  ;-18.369  ;1,072.1  ;105.92  ;111.92  ;-40.188
  ;387  ;1  ;3,275.4  ;-9,238.1  ;-257.45  ;-24.03  ;-322.19  ;-58.55
  ;  ;2  ;-3,275.8  ;9,238.2  ;257.51  ;33.686  ;-24.256  ;58.55
  ;388  ;1  ;3,275.8  ;-9,238.2  ;-257.32  ;-33.686  ;24.256  ;-58.55
  ;  ;2  ;-3,276.3  ;9,238.3  ;257.38  ;43.337  ;-370.71  ;58.55
  ;389  ;1  ;3,276.3  ;-9,238.3  ;-257.53  ;-43.342  ;370.71  ;-58.549
  ;  ;2  ;-3,276.7  ;9,238.4  ;257.58  ;53.001  ;-717.16  ;58.549
  ;390  ;1  ;3,276.7  ;-9,238.4  ;-257.58  ;-53.001  ;717.16  ;-58.548
  ;  ;2  ;-3,277.1  ;9,238.5  ;257.64  ;62.662  ;-1,063.6  ;58.548
  ;391  ;1  ;3,277.1  ;-9,238.5  ;-257.64  ;-62.662  ;1,063.6  ;-58.549
  ;  ;2  ;-3,277.5  ;9,238.7  ;257.69  ;72.325  ;-1,410.1  ;58.549
  ;392  ;1  ;8,995.1  ;16,629  ;-986.1  ;-26.009  ;1,588.7  ;-115.37
  ;  ;2  ;-8,995.5  ;-16,629  ;986.17  ;69.949  ;-847.76  ;115.37
  ;393  ;1  ;8,995.5  ;16,629  ;-986.21  ;-69.946  ;847.76  ;-115.37
  ;  ;2  ;-8,996  ;-16,628  ;986.28  ;113.89  ;-106.83  ;115.37
  ;394  ;1  ;8,996  ;16,628  ;-986.28  ;-113.89  ;106.83  ;-115.37
  ;  ;2  ;-8,996.5  ;-16,628  ;986.35  ;157.84  ;634.1  ;115.37
  ;395  ;1  ;8,996.5  ;16,628  ;-986.34  ;-157.84  ;-634.1  ;-115.37
  ;  ;2  ;-8,997  ;-16,628  ;986.41  ;201.79  ;1,375  ;115.37
  ;396  ;1  ;8,997  ;16,628  ;-986.41  ;-201.79  ;-1,375  ;-115.37
  ;  ;2  ;-8,997.5  ;-16,628  ;986.48  ;245.74  ;2,115.9  ;115.37
Beam-39(Circuler tube 1X0.08(14_GAUGE)(1)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;397  ;1  ;0.84676  ;-0.143  ;9.6263e-05  ;-2.543e-06  ;-0.0033653  ;6.3677e-07
  ;  ;2  ;-0.42338  ;0.072433  ;-9.6263e-05  ;-1.1062e-06  ;-0.00071796  ;-6.3677e-07
  ;398  ;1  ;0.42338  ;-0.072433  ;9.6263e-05  ;1.1062e-06  ;0.00071796  ;6.3677e-07
  ;  ;2  ;-1.3418e-05  ;0.0018712  ;-9.6263e-05  ;-4.7554e-06  ;-0.0021263  ;-6.3677e-07
  ;399  ;1  ;1.3432e-05  ;-0.0018712  ;9.6263e-05  ;4.7554e-06  ;0.0021263  ;6.3677e-07
  ;  ;2  ;0.42336  ;-0.068691  ;-9.6263e-05  ;-8.4046e-06  ;-0.00085983  ;-6.3677e-07
  ;400  ;1  ;-0.42336  ;0.068691  ;9.6263e-05  ;8.4046e-06  ;0.00085983  ;6.3678e-07
  ;  ;2  ;0.84673  ;-0.13925  ;-9.6263e-05  ;-1.2054e-05  ;0.0030816  ;-6.3678e-07
Beam-40(Circuler tube 1X0.06(16_GAUGE)(6)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;401  ;1  ;95,702  ;-2,322.5  ;11.11  ;-2.1664  ;-1,140.7  ;33.044
  ;  ;2  ;-95,702  ;2,322.5  ;-10.745  ;1.7129  ;1,044.3  ;-33.044
  ;402  ;1  ;95,702  ;-2,322.5  ;10.828  ;-1.7194  ;-1,044.3  ;33.045
  ;  ;2  ;-95,702  ;2,322.5  ;-10.463  ;1.2776  ;947.91  ;-33.045
  ;403  ;1  ;95,702  ;-2,322.5  ;10.382  ;-1.2724  ;-947.91  ;33.044
  ;  ;2  ;-95,702  ;2,322.5  ;-10.017  ;0.8491  ;851.53  ;-33.044
  ;404  ;1  ;95,702  ;-2,322.5  ;10.015  ;-0.84902  ;-851.53  ;33.044
  ;  ;2  ;-95,702  ;2,322.5  ;-9.6497  ;0.44098  ;755.15  ;-33.044
  ;405  ;1  ;95,702  ;-2,322.5  ;9.6504  ;-0.44102  ;-755.15  ;33.044
  ;  ;2  ;-95,702  ;2,322.5  ;-9.2851  ;0.048115  ;658.77  ;-33.044
  ;406  ;1  ;95,702  ;-2,322.5  ;9.3633  ;-0.050607  ;-658.77  ;33.045
  ;  ;2  ;-95,702  ;2,322.5  ;-8.998  ;-0.33038  ;562.39  ;-33.045
  ;407  ;1  ;95,702  ;-2,322.4  ;8.9973  ;0.33042  ;-562.39  ;33.045
  ;  ;2  ;-95,702  ;2,322.4  ;-8.632  ;-0.69622  ;466.02  ;-33.045
  ;408  ;1  ;95,702  ;-2,322.5  ;8.5581  ;0.69735  ;-466.02  ;33.044
  ;  ;2  ;-95,702  ;2,322.5  ;-8.1928  ;-1.0449  ;369.63  ;-33.044
  ;409  ;1  ;95,702  ;-2,322.5  ;8.1914  ;1.0449  ;-369.63  ;33.044
  ;  ;2  ;-95,702  ;2,322.5  ;-7.8261  ;-1.3773  ;273.25  ;-33.044
  ;410  ;1  ;95,702  ;-2,322.4  ;7.8984  ;1.377  ;-273.25  ;33.045
  ;  ;2  ;-95,702  ;2,322.4  ;-7.5331  ;-1.6972  ;176.87  ;-33.045
  ;411  ;1  ;95,702  ;-2,322.5  ;7.4636  ;1.6972  ;-176.87  ;33.045
  ;  ;2  ;-95,702  ;2,322.5  ;-7.0983  ;-1.9994  ;80.494  ;-33.045
  ;412  ;1  ;95,702  ;-2,322.5  ;7.0976  ;1.9994  ;-80.494  ;33.045
  ;  ;2  ;-95,702  ;2,322.5  ;-6.7323  ;-2.2864  ;-15.886  ;-33.045
  ;413  ;1  ;95,702  ;-2,322.5  ;6.732  ;2.2863  ;15.886  ;33.045
  ;  ;2  ;-95,702  ;2,322.5  ;-6.3666  ;-2.5581  ;-112.27  ;-33.045
  ;414  ;1  ;95,702  ;-2,322.4  ;6.499  ;2.5579  ;112.27  ;33.044
  ;  ;2  ;-95,702  ;2,322.4  ;-6.1336  ;-2.82  ;-208.65  ;-33.044
  ;415  ;1  ;95,702  ;-2,322.5  ;6.0049  ;2.8208  ;208.65  ;33.045
  ;  ;2  ;-95,702  ;2,322.5  ;-5.6395  ;-3.0624  ;-305.03  ;-33.045
  ;416  ;1  ;95,702  ;-2,322.5  ;5.639  ;3.0624  ;305.03  ;33.045
  ;  ;2  ;-95,702  ;2,322.5  ;-5.2736  ;-3.2888  ;-401.41  ;-33.045
  ;417  ;1  ;95,702  ;-2,322.5  ;5.2742  ;3.2888  ;401.41  ;33.045
  ;  ;2  ;-95,702  ;2,322.5  ;-4.9089  ;-3.5001  ;-497.79  ;-33.045
  ;418  ;1  ;95,702  ;-2,322.5  ;4.9086  ;3.5001  ;497.79  ;33.045
  ;  ;2  ;-95,702  ;2,322.5  ;-4.5433  ;-3.6962  ;-594.17  ;-33.045
  ;419  ;1  ;95,702  ;-2,322.4  ;4.602  ;3.6937  ;594.17  ;33.044
  ;  ;2  ;-95,702  ;2,322.4  ;-4.2367  ;-3.8771  ;-690.55  ;-33.044
  ;420  ;1  ;95,702  ;-2,322.5  ;4.1794  ;3.8805  ;690.55  ;33.045
  ;  ;2  ;-95,702  ;2,322.5  ;-3.8141  ;-4.0464  ;-786.93  ;-33.045
  ;421  ;1  ;95,702  ;-2,322.5  ;3.8143  ;4.0463  ;786.93  ;33.045
  ;  ;2  ;-95,702  ;2,322.5  ;-3.4489  ;-4.1971  ;-883.31  ;-33.045
  ;422  ;1  ;95,702  ;-2,322.4  ;3.5031  ;4.1916  ;883.31  ;33.044
  ;  ;2  ;-95,702  ;2,322.4  ;-3.1378  ;-4.3294  ;-979.69  ;-33.044
Beam-41(Circuler tube 1X0.06(16_GAUGE)(56)[13])  ;  ;  ;  ;  ;  ;  ;  ;
  ;423  ;1  ;0.00053572  ;5.4958e-07  ;0.84876  ;-0.025009  ;1.6194e-08  ;-4.3869e-09
  ;  ;2  ;-0.00047774  ;-3.2152e-07  ;-0.49657  ;-0.0019031  ;1.2311e-09  ;4.3869e-09
  ;424  ;1  ;0.00047811  ;-6.772e-07  ;0.49657  ;0.0019031  ;2.5972e-09  ;-5.0957e-09
  ;  ;2  ;-0.00041986  ;1.9681e-07  ;-0.14437  ;-0.014724  ;-2.0081e-08  ;5.0957e-09
  ;425  ;1  ;0.00041976  ;-1.0015e-07  ;0.14437  ;0.014724  ;1.0207e-08  ;3.8835e-10
  ;  ;2  ;-0.00036178  ;-1.4409e-07  ;0.20782  ;-0.013455  ;-9.3276e-09  ;-3.8835e-10
  ;426  ;1  ;0.00036178  ;1.4396e-07  ;-0.20782  ;0.013455  ;9.3275e-09  ;5.3999e-09
  ;  ;2  ;-0.0003038  ;-3.8821e-07  ;0.56001  ;0.0019044  ;1.318e-09  ;-5.3999e-09
  ;427  ;1  ;0.0003038  ;3.8833e-07  ;-0.56001  ;-0.0019044  ;-1.318e-09  ;6.1093e-09
  ;  ;2  ;-0.00024582  ;-6.3256e-07  ;0.91221  ;0.031355  ;2.174e-08  ;-6.1093e-09
Beam-42(Circuler tube 1X0.06(16_GAUGE)(2)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;428  ;1  ;-64,098  ;-12,389  ;-1,657  ;56.64  ;-457.88  ;72.337
  ;  ;2  ;64,098  ;12,389  ;1,657  ;26.337  ;-162.53  ;-72.337
  ;429  ;1  ;-64,098  ;-12,389  ;-1,657  ;-26.337  ;162.53  ;72.337
  ;  ;2  ;64,099  ;12,389  ;1,657  ;109.31  ;-782.94  ;-72.337
Beam-43(Circuler tube 1X0.06(16_GAUGE)(56)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;430  ;1  ;-24,359  ;-413.51  ;360.33  ;-90.739  ;-73.108  ;39.643
  ;  ;2  ;24,359  ;413.85  ;-360.37  ;75.664  ;55.801  ;-39.643
  ;431  ;1  ;-24,359  ;-413.87  ;360.37  ;-75.664  ;-55.801  ;39.643
  ;  ;2  ;24,359  ;414.22  ;-360.4  ;60.587  ;38.479  ;-39.643
  ;432  ;1  ;-24,359  ;-414.21  ;360.4  ;-60.587  ;-38.479  ;39.643
  ;  ;2  ;24,359  ;414.56  ;-360.43  ;45.508  ;21.143  ;-39.643
  ;433  ;1  ;-24,359  ;-414.55  ;360.44  ;-45.508  ;-21.143  ;39.643
  ;  ;2  ;24,360  ;414.9  ;-360.47  ;30.429  ;3.7923  ;-39.643
  ;434  ;1  ;-24,360  ;-414.91  ;360.46  ;-30.429  ;-3.7923  ;39.643
  ;  ;2  ;24,360  ;415.25  ;-360.49  ;15.348  ;-13.573  ;-39.643
  ;435  ;1  ;-24,360  ;-415.25  ;360.51  ;-15.348  ;13.573  ;39.643
  ;  ;2  ;24,360  ;415.6  ;-360.55  ;0.26474  ;-30.952  ;-39.643
  ;436  ;1  ;-24,360  ;-415.61  ;360.53  ;-0.26475  ;30.952  ;39.643
  ;  ;2  ;24,360  ;415.96  ;-360.56  ;-14.819  ;-48.347  ;-39.643
  ;437  ;1  ;-24,360  ;-415.94  ;360.57  ;14.819  ;48.347  ;39.643
  ;  ;2  ;24,360  ;416.29  ;-360.6  ;-29.904  ;-65.755  ;-39.643
  ;438  ;1  ;-24,360  ;-416.28  ;360.6  ;29.904  ;65.755  ;39.643
  ;  ;2  ;24,360  ;416.63  ;-360.64  ;-44.991  ;-83.178  ;-39.643
  ;439  ;1  ;-24,360  ;-416.65  ;360.63  ;44.991  ;83.178  ;39.643
  ;  ;2  ;24,360  ;417  ;-360.66  ;-60.079  ;-100.62  ;-39.643
Beam-44(Circuler tube 1X0.06(16_GAUGE)(1)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;440  ;1  ;-605.24  ;453.72  ;-2,977.7  ;-299.93  ;-60.215  ;-44.194
  ;  ;2  ;605.24  ;-453.65  ;2,977.7  ;325.89  ;64.169  ;44.194
  ;441  ;1  ;-674.82  ;341.66  ;-2,977.7  ;-328.61  ;-64.169  ;13.068
  ;  ;2  ;674.8  ;-341.58  ;2,977.7  ;354.56  ;67.146  ;-13.068
  ;442  ;1  ;-723.86  ;219.22  ;-2,977.7  ;-346.91  ;-67.146  ;74.438
  ;  ;2  ;723.83  ;-219.15  ;2,977.7  ;372.86  ;69.056  ;-74.438
  ;443  ;1  ;-750.89  ;90.126  ;-2,977.7  ;-354.27  ;-69.056  ;138.05
  ;  ;2  ;750.84  ;-90.064  ;2,977.7  ;380.22  ;69.842  ;-138.05
  ;444  ;1  ;-756.12  ;-12.506  ;-2,977.7  ;-358.01  ;-69.842  ;188.3
  ;  ;2  ;756.09  ;12.538  ;2,977.7  ;372.49  ;69.781  ;-188.3
  ;445  ;1  ;7,742.6  ;-6,493.7  ;621.76  ;-73.889  ;-69.676  ;-23.256
  ;  ;2  ;-7,742.6  ;6,493.7  ;-621.76  ;71.489  ;44.607  ;23.256
  ;446  ;1  ;8,496.6  ;-5,470.3  ;621.76  ;-73.843  ;-44.607  ;-14.097
  ;  ;2  ;-8,496.7  ;5,470.4  ;-621.76  ;68.424  ;-3.0698  ;14.097
  ;447  ;1  ;9,317.5  ;-3,911.8  ;621.76  ;-69.832  ;3.0698  ;-2.001
  ;  ;2  ;-9,317.6  ;3,911.8  ;-621.76  ;64.413  ;-37.164  ;2.001
  ;448  ;1  ;9,855.3  ;-2,234.4  ;621.76  ;-63.782  ;37.164  ;9.2147
  ;  ;2  ;-9,855.4  ;2,234.4  ;-621.76  ;58.363  ;-56.638  ;-9.2147
  ;449  ;1  ;10,094  ;-489.14  ;621.76  ;-55.876  ;56.638  ;19.209
  ;  ;2  ;-10,094  ;489.15  ;-621.76  ;50.457  ;-60.901  ;-19.209
Beam-45(Circuler tube 1X0.06(16_GAUGE)(6)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;450  ;1  ;27,013  ;-48.337  ;-88.007  ;24.566  ;87.022  ;13.423
  ;  ;2  ;-27,013  ;48.337  ;88.377  ;-20.839  ;-89.065  ;-13.423
  ;451  ;1  ;27,013  ;-48.337  ;-88.357  ;20.84  ;89.065  ;13.423
  ;  ;2  ;-27,013  ;48.337  ;88.727  ;-17.098  ;-91.107  ;-13.423
  ;452  ;1  ;27,013  ;-48.328  ;-88.728  ;17.098  ;91.107  ;13.423
  ;  ;2  ;-27,013  ;48.328  ;89.098  ;-13.34  ;-93.15  ;-13.423
  ;453  ;1  ;27,013  ;-48.328  ;-89.097  ;13.34  ;93.15  ;13.423
  ;  ;2  ;-27,013  ;48.328  ;89.467  ;-9.5668  ;-95.192  ;-13.423
  ;454  ;1  ;27,013  ;-48.336  ;-89.485  ;9.5666  ;95.192  ;13.423
  ;  ;2  ;-27,013  ;48.336  ;89.855  ;-5.7769  ;-97.235  ;-13.423
  ;455  ;1  ;27,013  ;-48.339  ;-89.838  ;5.777  ;97.235  ;13.423
  ;  ;2  ;-27,013  ;48.339  ;90.208  ;-1.9725  ;-99.278  ;-13.423
  ;456  ;1  ;27,013  ;-48.317  ;-90.187  ;1.9726  ;99.278  ;13.423
  ;  ;2  ;-27,013  ;48.317  ;90.557  ;1.8468  ;-101.32  ;-13.423
  ;457  ;1  ;27,013  ;-48.339  ;-90.596  ;-1.8468  ;101.32  ;13.423
  ;  ;2  ;-27,013  ;48.339  ;90.966  ;5.6834  ;-103.36  ;-13.423
  ;458  ;1  ;27,013  ;-48.339  ;-90.947  ;-5.6835  ;103.36  ;13.423
  ;  ;2  ;-27,013  ;48.339  ;91.317  ;9.5349  ;-105.41  ;-13.423
  ;459  ;1  ;27,013  ;-48.326  ;-91.315  ;-9.5349  ;105.41  ;13.423
  ;  ;2  ;-27,013  ;48.326  ;91.685  ;13.402  ;-107.45  ;-13.423
  ;460  ;1  ;27,013  ;-48.339  ;-91.687  ;-13.402  ;107.45  ;13.423
  ;  ;2  ;-27,013  ;48.339  ;92.056  ;17.285  ;-109.49  ;-13.423
  ;461  ;1  ;27,013  ;-48.329  ;-92.075  ;-17.284  ;109.49  ;13.423
  ;  ;2  ;-27,013  ;48.329  ;92.445  ;21.183  ;-111.53  ;-13.423
  ;462  ;1  ;27,013  ;-48.325  ;-92.406  ;-21.184  ;111.53  ;13.423
  ;  ;2  ;-27,013  ;48.325  ;92.775  ;25.097  ;-113.58  ;-13.423
  ;463  ;1  ;27,013  ;-48.326  ;-92.794  ;-25.097  ;113.58  ;13.423
  ;  ;2  ;-27,013  ;48.326  ;93.164  ;29.026  ;-115.62  ;-13.423
Beam-46(Circuler tube 1X0.06(16_GAUGE)(56)[15])  ;  ;  ;  ;  ;  ;  ;  ;
  ;464  ;1  ;-26,726  ;85.294  ;-1,985  ;922.2  ;49.287  ;-65.579
  ;  ;2  ;26,726  ;-85.634  ;1,985  ;-842.57  ;-45.859  ;65.579
  ;465  ;1  ;-26,726  ;85.642  ;-1,985  ;842.57  ;45.859  ;-65.579
  ;  ;2  ;26,726  ;-85.982  ;1,985  ;-762.94  ;-42.416  ;65.579
  ;466  ;1  ;-26,726  ;85.982  ;-1,985  ;762.94  ;42.416  ;-65.579
  ;  ;2  ;26,726  ;-86.322  ;1,985  ;-683.31  ;-38.96  ;65.579
  ;467  ;1  ;-26,726  ;86.301  ;-1,985  ;683.31  ;38.956  ;-65.579
  ;  ;2  ;26,727  ;-86.641  ;1,985  ;-603.67  ;-35.487  ;65.579
  ;468  ;1  ;-26,727  ;86.669  ;-1,984.9  ;603.67  ;35.493  ;-65.579
  ;  ;2  ;26,727  ;-87.009  ;1,984.9  ;-524.04  ;-32.009  ;65.579
  ;469  ;1  ;-26,727  ;87.002  ;-1,985  ;524.04  ;32.007  ;-65.579
  ;  ;2  ;26,727  ;-87.342  ;1,985  ;-444.41  ;-28.51  ;65.579
  ;470  ;1  ;-26,727  ;87.336  ;-1,985  ;444.41  ;28.51  ;-65.579
  ;  ;2  ;26,727  ;-87.675  ;1,985  ;-364.78  ;-24.999  ;65.579
  ;471  ;1  ;-26,727  ;87.686  ;-1,985  ;364.78  ;24.999  ;-65.579
  ;  ;2  ;26,727  ;-88.026  ;1,985  ;-285.15  ;-21.475  ;65.579
  ;472  ;1  ;-26,727  ;88.006  ;-1,985  ;285.15  ;21.475  ;-65.579
  ;  ;2  ;26,727  ;-88.346  ;1,985  ;-205.51  ;-17.937  ;65.579
  ;473  ;1  ;-26,727  ;88.366  ;-1,985  ;205.51  ;17.937  ;-65.579
  ;  ;2  ;26,727  ;-88.706  ;1,985  ;-125.88  ;-14.386  ;65.579
  ;474  ;1  ;-26,727  ;88.706  ;-1,985  ;125.88  ;14.386  ;-65.579
  ;  ;2  ;26,727  ;-89.046  ;1,985  ;-46.249  ;-10.82  ;65.579
  ;475  ;1  ;-26,727  ;89.031  ;-1,985  ;46.249  ;10.82  ;-65.579
  ;  ;2  ;26,727  ;-89.371  ;1,985  ;33.383  ;-7.2415  ;65.579
  ;476  ;1  ;-26,727  ;89.371  ;-1,985  ;-33.383  ;7.2415  ;-65.579
  ;  ;2  ;26,727  ;-89.711  ;1,985  ;113.02  ;-3.6494  ;65.579
  ;477  ;1  ;-26,727  ;89.735  ;-1,985  ;-113.01  ;3.6494  ;-65.579
  ;  ;2  ;26,727  ;-90.075  ;1,985  ;192.65  ;-0.042603  ;65.579
  ;478  ;1  ;-26,727  ;90.05  ;-1,985  ;-192.65  ;0.042603  ;-65.579
  ;  ;2  ;26,728  ;-90.39  ;1,985  ;272.28  ;3.5768  ;65.579
  ;479  ;1  ;-26,728  ;90.39  ;-1,985  ;-272.28  ;-3.5768  ;-65.579
  ;  ;2  ;26,728  ;-90.73  ;1,985  ;351.91  ;7.2099  ;65.579
  ;480  ;1  ;-26,728  ;90.745  ;-1,985  ;-351.91  ;-7.2099  ;-65.579
  ;  ;2  ;26,728  ;-91.085  ;1,985  ;431.54  ;10.857  ;65.579
  ;481  ;1  ;-26,728  ;91.07  ;-1,985  ;-431.54  ;-10.857  ;-65.579
  ;  ;2  ;26,728  ;-91.41  ;1,985  ;511.18  ;14.517  ;65.579
  ;482  ;1  ;-26,728  ;91.432  ;-1,985  ;-511.18  ;-14.517  ;-65.579
  ;  ;2  ;26,728  ;-91.772  ;1,985  ;590.81  ;18.192  ;65.579
  ;483  ;1  ;-26,728  ;91.75  ;-1,985  ;-590.81  ;-18.192  ;-65.578
  ;  ;2  ;26,728  ;-92.09  ;1,985  ;670.44  ;21.88  ;65.578
  ;484  ;1  ;-26,728  ;92.092  ;-1,985  ;-670.44  ;-21.88  ;-65.579
  ;  ;2  ;26,728  ;-92.432  ;1,985  ;750.07  ;25.581  ;65.579
  ;485  ;1  ;-26,728  ;92.45  ;-1,985  ;-750.07  ;-25.581  ;-65.579
  ;  ;2  ;26,728  ;-92.79  ;1,985  ;829.7  ;29.297  ;65.579
Beam-47(Circuler tube 1X0.06(16_GAUGE)(1)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;486  ;1  ;763.59  ;209.27  ;-139.8  ;-8.5373  ;-11.574  ;-60.751
  ;  ;2  ;-763.59  ;-209.34  ;139.8  ;9.7557  ;13.398  ;60.751
  ;487  ;1  ;715.63  ;338.76  ;-139.8  ;-20.157  ;-13.398  ;-58.134
  ;  ;2  ;-715.61  ;-338.83  ;139.8  ;21.375  ;16.351  ;58.134
  ;488  ;1  ;645.9  ;457.95  ;-139.8  ;-31.145  ;-16.351  ;-53.539
  ;  ;2  ;-645.87  ;-458.02  ;139.8  ;32.364  ;20.342  ;53.539
  ;489  ;1  ;556.53  ;563.21  ;-139.8  ;-41.169  ;-20.342  ;-47.106
  ;  ;2  ;-556.48  ;-563.28  ;139.8  ;42.387  ;25.251  ;47.106
  ;490  ;1  ;478.22  ;631.08  ;-139.8  ;-48.172  ;-25.251  ;-41.171
  ;  ;2  ;-478.19  ;-631.11  ;139.8  ;48.781  ;28.002  ;41.171
  ;491  ;1  ;-3,405.4  ;3,321  ;414.32  ;-60.788  ;83.108  ;-6.6046
  ;  ;2  ;3,405.4  ;-3,321.1  ;-414.32  ;58.979  ;-68.612  ;6.6046
  ;492  ;1  ;-3,809.9  ;2,848  ;414.32  ;-59.337  ;68.612  ;1.1522
  ;  ;2  ;3,809.9  ;-2,848.1  ;-414.32  ;55.726  ;-43.789  ;-1.1522
  ;493  ;1  ;-4,246.6  ;2,143.2  ;414.32  ;-54.679  ;43.789  ;10.811
  ;  ;2  ;4,246.7  ;-2,143.3  ;-414.32  ;51.068  ;-25.109  ;-10.811
  ;494  ;1  ;-4,554.4  ;1,373.3  ;414.32  ;-48.415  ;25.109  ;19.515
  ;  ;2  ;4,554.4  ;-1,373.3  ;-414.32  ;44.804  ;-13.141  ;-19.515
  ;495  ;1  ;-4,723.7  ;561.56  ;414.32  ;-40.734  ;13.141  ;26.998
  ;  ;2  ;4,723.8  ;-561.56  ;-414.32  ;37.123  ;-8.2463  ;-26.998
Beam-48(Circuler tube 1X0.06(16_GAUGE)(56)[18])  ;  ;  ;  ;  ;  ;  ;  ;
  ;496  ;1  ;12,035  ;142.4  ;256.45  ;-62.475  ;19.011  ;41.601
  ;  ;2  ;-12,034  ;-142.06  ;-256.41  ;51.736  ;-13.055  ;-41.601
  ;497  ;1  ;12,034  ;142.07  ;256.41  ;-51.736  ;13.055  ;41.601
  ;  ;2  ;-12,034  ;-141.72  ;-256.38  ;40.998  ;-7.1121  ;-41.601
  ;498  ;1  ;12,034  ;141.72  ;256.38  ;-40.998  ;7.1122  ;41.601
  ;  ;2  ;-12,034  ;-141.37  ;-256.35  ;30.262  ;-1.1843  ;-41.601
  ;499  ;1  ;12,034  ;141.36  ;256.34  ;-30.262  ;1.1842  ;41.601
  ;  ;2  ;-12,034  ;-141.02  ;-256.31  ;19.527  ;4.7288  ;-41.601
  ;500  ;1  ;12,034  ;141.02  ;256.31  ;-19.527  ;-4.7288  ;41.601
  ;  ;2  ;-12,034  ;-140.68  ;-256.28  ;8.7931  ;10.628  ;-41.601
  ;501  ;1  ;12,034  ;140.67  ;256.28  ;-8.7931  ;-10.628  ;41.601
  ;  ;2  ;-12,034  ;-140.33  ;-256.24  ;-1.9391  ;16.512  ;-41.601
  ;502  ;1  ;12,034  ;140.33  ;256.24  ;1.9391  ;-16.512  ;41.601
  ;  ;2  ;-12,034  ;-139.98  ;-256.21  ;-12.67  ;22.381  ;-41.601
  ;503  ;1  ;12,034  ;139.98  ;256.21  ;12.67  ;-22.381  ;41.601
  ;  ;2  ;-12,034  ;-139.63  ;-256.18  ;-23.399  ;28.236  ;-41.601
  ;504  ;1  ;12,034  ;139.63  ;256.17  ;23.399  ;-28.236  ;41.601
  ;  ;2  ;-12,033  ;-139.28  ;-256.14  ;-34.127  ;34.077  ;-41.601
  ;505  ;1  ;12,033  ;139.29  ;256.14  ;34.127  ;-34.077  ;41.601
  ;  ;2  ;-12,033  ;-138.94  ;-256.11  ;-44.853  ;39.903  ;-41.601
Beam-49(Circuler tube 1X0.06(16_GAUGE)(6)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;506  ;1  ;-1.1313e+05  ;-2,930  ;4,412.3  ;-1,057.3  ;-330.24  ;79.367
  ;  ;2  ;1.1313e+05  ;2,929.6  ;-4,412.3  ;885.45  ;216.13  ;-79.367
  ;507  ;1  ;-1.1313e+05  ;-2,929.7  ;4,412.3  ;-885.45  ;-216.14  ;79.366
  ;  ;2  ;1.1313e+05  ;2,929.4  ;-4,412.3  ;713.59  ;102.04  ;-79.366
  ;508  ;1  ;-1.1313e+05  ;-2,929.3  ;4,412.3  ;-713.59  ;-102.03  ;79.366
  ;  ;2  ;1.1313e+05  ;2,929  ;-4,412.2  ;541.74  ;-12.059  ;-79.366
  ;509  ;1  ;-1.1313e+05  ;-2,929  ;4,412.3  ;-541.74  ;12.054  ;79.366
  ;  ;2  ;1.1313e+05  ;2,928.7  ;-4,412.3  ;369.88  ;-126.13  ;-79.366
  ;510  ;1  ;-1.1313e+05  ;-2,928.6  ;4,412.2  ;-369.88  ;126.13  ;79.366
  ;  ;2  ;1.1313e+05  ;2,928.3  ;-4,412.2  ;198.03  ;-240.2  ;-79.366
  ;511  ;1  ;-1.1313e+05  ;-2,928.3  ;4,412.2  ;-198.03  ;240.2  ;79.366
  ;  ;2  ;1.1313e+05  ;2,928  ;-4,412.2  ;26.172  ;-354.25  ;-79.366
  ;512  ;1  ;-1.1313e+05  ;-2,928  ;4,412.3  ;-26.174  ;354.24  ;79.367
  ;  ;2  ;1.1313e+05  ;2,927.6  ;-4,412.3  ;-145.68  ;-468.28  ;-79.367
  ;513  ;1  ;-1.1313e+05  ;-2,927.7  ;4,412.2  ;145.69  ;468.28  ;79.366
  ;  ;2  ;1.1313e+05  ;2,927.4  ;-4,412.2  ;-317.54  ;-582.31  ;-79.366
  ;514  ;1  ;-1.1585e+05  ;3,314.9  ;2,736.2  ;127.96  ;492.11  ;-17.761
  ;  ;2  ;1.1585e+05  ;-3,315.2  ;-2,736.2  ;-234.4  ;-363.16  ;17.761
  ;515  ;1  ;-1.1585e+05  ;3,315.2  ;2,736.2  ;234.4  ;363.16  ;-17.761
  ;  ;2  ;1.1585e+05  ;-3,315.5  ;-2,736.2  ;-340.84  ;-234.19  ;17.761
  ;516  ;1  ;-1.1585e+05  ;3,315.5  ;2,736.2  ;340.84  ;234.19  ;-17.761
  ;  ;2  ;1.1585e+05  ;-3,315.9  ;-2,736.2  ;-447.28  ;-105.21  ;17.761
