sep=;
11:59; Saturday; October 05; 2024
Study name:Rear_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;512  ;1  ;1.3864e+05  ;488.04  ;-1,462.9  ;721.88  ;555.1  ;12.163
  ;  ;2  ;-1.3864e+05  ;-488.38  ;1,462.9  ;-664.9  ;-536.09  ;-12.163
  ;513  ;1  ;1.3864e+05  ;488.47  ;-1,462.8  ;664.9  ;536.08  ;12.162
  ;  ;2  ;-1.3864e+05  ;-488.81  ;1,462.8  ;-607.92  ;-517.05  ;-12.162
  ;514  ;1  ;1.3769e+05  ;2,260.1  ;-1,718.2  ;504.98  ;387.35  ;-27.261
  ;  ;2  ;-1.3769e+05  ;-2,260.5  ;1,718.2  ;-438.14  ;-299.42  ;27.261
  ;515  ;1  ;1.3769e+05  ;2,260.5  ;-1,718.2  ;438.14  ;299.42  ;-27.261
  ;  ;2  ;-1.3769e+05  ;-2,260.8  ;1,718.2  ;-371.3  ;-211.48  ;27.261
  ;516  ;1  ;1.3769e+05  ;2,260.8  ;-1,718.2  ;371.3  ;211.48  ;-27.261
  ;  ;2  ;-1.3769e+05  ;-2,261.1  ;1,718.2  ;-304.46  ;-123.53  ;27.261
  ;517  ;1  ;1.3769e+05  ;2,261.2  ;-1,718.3  ;304.46  ;123.53  ;-27.261
  ;  ;2  ;-1.3769e+05  ;-2,261.6  ;1,718.3  ;-237.62  ;-35.564  ;27.261
  ;518  ;1  ;1.3769e+05  ;2,261.5  ;-1,718.2  ;237.62  ;35.563  ;-27.261
  ;  ;2  ;-1.3769e+05  ;-2,261.8  ;1,718.2  ;-170.79  ;52.416  ;27.261
  ;519  ;1  ;1.3769e+05  ;2,261.8  ;-1,718.2  ;170.79  ;-52.416  ;-27.261
  ;  ;2  ;-1.3769e+05  ;-2,262.2  ;1,718.2  ;-103.95  ;140.41  ;27.261
  ;520  ;1  ;1.3769e+05  ;2,262.2  ;-1,718.2  ;103.95  ;-140.41  ;-27.261
  ;  ;2  ;-1.3769e+05  ;-2,262.5  ;1,718.2  ;-37.109  ;228.41  ;27.261
  ;521  ;1  ;1.3769e+05  ;2,262.5  ;-1,718.2  ;37.109  ;-228.41  ;-27.261
  ;  ;2  ;-1.3769e+05  ;-2,262.8  ;1,718.2  ;29.73  ;316.43  ;27.261
  ;522  ;1  ;71.16  ;2.5496  ;0.36986  ;-0.00015849  ;0.0010937  ;0
  ;  ;2  ;-71.159  ;-2.5571  ;-0.36977  ;-0.00015847  ;0.0010948  ;0
Beam-50(Circuler tube 1X0.06(16_GAUGE)(8)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;523  ;1  ;2,004.7  ;187.39  ;-222.95  ;86.351  ;138.46  ;-48.457
  ;  ;2  ;-2,004.4  ;-187.48  ;222.88  ;-77.094  ;-130.67  ;48.457
  ;524  ;1  ;2,004.4  ;187.47  ;-222.88  ;77.096  ;130.67  ;-48.457
  ;  ;2  ;-2,004  ;-187.56  ;222.81  ;-67.841  ;-122.88  ;48.457
  ;525  ;1  ;2,004  ;187.57  ;-222.81  ;67.84  ;122.89  ;-48.457
  ;  ;2  ;-2,003.7  ;-187.66  ;222.74  ;-58.588  ;-115.09  ;48.457
  ;526  ;1  ;2,003.7  ;187.66  ;-222.74  ;58.589  ;115.09  ;-48.457
  ;  ;2  ;-2,003.3  ;-187.75  ;222.67  ;-49.34  ;-107.3  ;48.457
  ;527  ;1  ;2,003.3  ;187.75  ;-222.67  ;49.34  ;107.3  ;-48.457
  ;  ;2  ;-2,003  ;-187.84  ;222.6  ;-40.094  ;-99.5  ;48.457
  ;528  ;1  ;2,003  ;187.84  ;-222.6  ;40.094  ;99.5  ;-48.457
  ;  ;2  ;-2,002.7  ;-187.93  ;222.53  ;-30.851  ;-91.697  ;48.457
  ;529  ;1  ;2,002.7  ;187.93  ;-222.53  ;30.852  ;91.697  ;-48.457
  ;  ;2  ;-2,002.3  ;-188.02  ;222.46  ;-21.612  ;-83.89  ;48.457
  ;530  ;1  ;2,002.3  ;188.02  ;-222.46  ;21.612  ;83.89  ;-48.457
  ;  ;2  ;-2,002  ;-188.11  ;222.39  ;-12.375  ;-76.08  ;48.457
  ;531  ;1  ;2,002  ;188.11  ;-222.39  ;12.375  ;76.08  ;-48.457
  ;  ;2  ;-2,001.6  ;-188.2  ;222.32  ;-3.1405  ;-68.266  ;48.457
  ;532  ;1  ;2,001.6  ;188.2  ;-222.32  ;3.1405  ;68.266  ;-48.457
  ;  ;2  ;-2,001.3  ;-188.29  ;222.25  ;6.0907  ;-60.448  ;48.457
  ;533  ;1  ;2,001.3  ;188.3  ;-222.25  ;-6.0909  ;60.448  ;-48.457
  ;  ;2  ;-2,000.9  ;-188.39  ;222.18  ;15.319  ;-52.626  ;48.457
  ;534  ;1  ;2,000.9  ;188.39  ;-222.18  ;-15.319  ;52.626  ;-48.457
  ;  ;2  ;-2,000.6  ;-188.48  ;222.11  ;24.544  ;-44.801  ;48.457
  ;535  ;1  ;2,000.6  ;188.48  ;-222.11  ;-24.544  ;44.801  ;-48.457
  ;  ;2  ;-2,000.2  ;-188.57  ;222.04  ;33.767  ;-36.972  ;48.457
  ;536  ;1  ;2,000.2  ;188.56  ;-222.04  ;-33.767  ;36.972  ;-48.457
  ;  ;2  ;-1,999.9  ;-188.65  ;221.97  ;42.986  ;-29.139  ;48.457
  ;537  ;1  ;1,999.9  ;188.66  ;-221.97  ;-42.986  ;29.139  ;-48.457
  ;  ;2  ;-1,999.5  ;-188.75  ;221.9  ;52.203  ;-21.302  ;48.457
  ;538  ;1  ;1,999.5  ;188.76  ;-221.9  ;-52.203  ;21.302  ;-48.457
  ;  ;2  ;-1,999.2  ;-188.85  ;221.83  ;61.417  ;-13.462  ;48.457
  ;539  ;1  ;1,999.2  ;188.84  ;-221.83  ;-61.417  ;13.462  ;-48.457
  ;  ;2  ;-1,998.8  ;-188.93  ;221.76  ;70.627  ;-5.6175  ;48.457
  ;540  ;1  ;1,998.8  ;188.93  ;-221.76  ;-70.628  ;5.6174  ;-48.457
  ;  ;2  ;-1,998.5  ;-189.02  ;221.69  ;79.835  ;2.2307  ;48.457
  ;541  ;1  ;1,998.5  ;189.02  ;-221.69  ;-79.835  ;-2.2308  ;-48.457
  ;  ;2  ;-1,998.1  ;-189.11  ;221.62  ;89.04  ;10.082  ;48.457
  ;542  ;1  ;1,998.1  ;189.12  ;-221.62  ;-89.041  ;-10.082  ;-48.457
  ;  ;2  ;-1,997.8  ;-189.21  ;221.55  ;98.243  ;17.938  ;48.457
Beam-51(Circuler tube 1X0.06(16_GAUGE)(59)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;543  ;1  ;-25,774  ;-114.85  ;-818.96  ;159.71  ;-63.83  ;76.965
  ;  ;2  ;25,774  ;114.85  ;819.31  ;-126.73  ;59.206  ;-76.965
  ;544  ;1  ;-25,774  ;-114.85  ;-819.32  ;126.73  ;-59.207  ;76.965
  ;  ;2  ;25,774  ;114.85  ;819.67  ;-93.736  ;54.582  ;-76.965
  ;545  ;1  ;-25,774  ;-114.85  ;-819.67  ;93.736  ;-54.582  ;76.965
  ;  ;2  ;25,774  ;114.85  ;820.03  ;-60.728  ;49.958  ;-76.965
  ;546  ;1  ;-25,774  ;-114.84  ;-820.03  ;60.728  ;-49.958  ;76.965
  ;  ;2  ;25,774  ;114.84  ;820.38  ;-27.705  ;45.334  ;-76.965
  ;547  ;1  ;-25,774  ;-114.86  ;-820.37  ;27.706  ;-45.334  ;76.965
  ;  ;2  ;25,774  ;114.86  ;820.73  ;5.3309  ;40.71  ;-76.965
  ;548  ;1  ;-25,774  ;-114.84  ;-820.74  ;-5.331  ;-40.71  ;76.965
  ;  ;2  ;25,774  ;114.84  ;821.09  ;38.382  ;36.087  ;-76.965
  ;549  ;1  ;-25,774  ;-114.86  ;-821.09  ;-38.382  ;-36.087  ;76.965
  ;  ;2  ;25,774  ;114.86  ;821.44  ;71.447  ;31.462  ;-76.965
  ;550  ;1  ;-25,774  ;-114.85  ;-821.44  ;-71.447  ;-31.462  ;76.965
  ;  ;2  ;25,774  ;114.85  ;821.8  ;104.53  ;26.838  ;-76.965
  ;551  ;1  ;-25,774  ;-114.85  ;-821.79  ;-104.53  ;-26.838  ;76.965
  ;  ;2  ;25,774  ;114.85  ;822.14  ;137.62  ;22.214  ;-76.965
  ;552  ;1  ;-25,774  ;-114.85  ;-822.15  ;-137.62  ;-22.214  ;76.965
  ;  ;2  ;25,774  ;114.85  ;822.51  ;170.73  ;17.59  ;-76.965
  ;553  ;1  ;-25,774  ;-114.86  ;-822.51  ;-170.73  ;-17.59  ;76.965
  ;  ;2  ;25,774  ;114.86  ;822.86  ;203.85  ;12.966  ;-76.965
  ;554  ;1  ;-25,774  ;-114.84  ;-822.85  ;-203.85  ;-12.966  ;76.965
  ;  ;2  ;25,774  ;114.84  ;823.21  ;236.99  ;8.3417  ;-76.965
  ;555  ;1  ;-25,774  ;-114.86  ;-823.22  ;-236.99  ;-8.3423  ;76.965
  ;  ;2  ;25,774  ;114.86  ;823.57  ;270.14  ;3.7179  ;-76.965
Beam-52(Circuler tube 1X0.06(16_GAUGE)(13)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;556  ;1  ;44,826  ;-3,305.5  ;240.41  ;-99.856  ;-894.53  ;93.819
  ;  ;2  ;-44,827  ;3,305.2  ;-240.41  ;90.163  ;761.26  ;-93.819
  ;557  ;1  ;44,827  ;-3,305.2  ;240.42  ;-90.164  ;-761.26  ;93.819
  ;  ;2  ;-44,827  ;3,304.8  ;-240.42  ;80.471  ;628  ;-93.819
  ;558  ;1  ;44,827  ;-3,304.8  ;240.42  ;-80.471  ;-628  ;93.819
  ;  ;2  ;-44,827  ;3,304.5  ;-240.42  ;70.778  ;494.77  ;-93.819
  ;559  ;1  ;44,827  ;-3,304.5  ;240.4  ;-70.777  ;-494.77  ;93.819
  ;  ;2  ;-44,827  ;3,304.1  ;-240.4  ;61.084  ;361.54  ;-93.819
  ;560  ;1  ;44,827  ;-3,304.2  ;240.41  ;-61.085  ;-361.54  ;93.819
  ;  ;2  ;-44,827  ;3,303.8  ;-240.41  ;51.392  ;228.33  ;-93.819
  ;561  ;1  ;44,827  ;-3,303.8  ;240.42  ;-51.392  ;-228.33  ;93.819
  ;  ;2  ;-44,827  ;3,303.4  ;-240.42  ;41.698  ;95.132  ;-93.819
  ;562  ;1  ;44,827  ;-3,303.4  ;240.39  ;-41.699  ;-95.132  ;93.819
  ;  ;2  ;-44,827  ;3,303.1  ;-240.38  ;32.007  ;-38.052  ;-93.819
  ;563  ;1  ;44,827  ;-3,303.1  ;240.4  ;-32.007  ;38.052  ;93.819
  ;  ;2  ;-44,827  ;3,302.7  ;-240.4  ;22.314  ;-171.22  ;-93.819
  ;564  ;1  ;44,827  ;-3,302.7  ;240.41  ;-22.314  ;171.22  ;93.819
  ;  ;2  ;-44,827  ;3,302.4  ;-240.41  ;12.621  ;-304.38  ;-93.819
  ;565  ;1  ;44,827  ;-3,302.4  ;240.38  ;-12.62  ;304.38  ;93.819
  ;  ;2  ;-44,827  ;3,302.1  ;-240.38  ;2.9282  ;-437.52  ;-93.819
  ;566  ;1  ;44,827  ;-3,302  ;240.39  ;-2.9292  ;437.52  ;93.819
  ;  ;2  ;-44,827  ;3,301.7  ;-240.39  ;-6.7631  ;-570.64  ;-93.819
  ;567  ;1  ;44,827  ;-3,301.7  ;240.39  ;6.7631  ;570.64  ;93.819
  ;  ;2  ;-44,827  ;3,301.3  ;-240.39  ;-16.455  ;-703.76  ;-93.819
Beam-53(Circuler tube 1X0.06(16_GAUGE)(56)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;568  ;1  ;37,990  ;68.516  ;1,187.7  ;-321.47  ;30.222  ;-10.361
  ;  ;2  ;-37,990  ;-68.863  ;-1,187.7  ;271.73  ;-27.346  ;10.361
  ;569  ;1  ;37,990  ;68.873  ;1,187.7  ;-271.73  ;27.347  ;-10.361
  ;  ;2  ;-37,990  ;-69.22  ;-1,187.7  ;222  ;-24.456  ;10.361
  ;570  ;1  ;37,990  ;69.22  ;1,187.7  ;-222  ;24.456  ;-10.361
  ;  ;2  ;-37,990  ;-69.567  ;-1,187.7  ;172.27  ;-21.55  ;10.361
  ;571  ;1  ;37,990  ;69.591  ;1,187.6  ;-172.27  ;21.55  ;-10.361
  ;  ;2  ;-37,990  ;-69.939  ;-1,187.6  ;122.54  ;-18.628  ;10.361
  ;572  ;1  ;37,990  ;69.914  ;1,187.6  ;-122.54  ;18.628  ;-10.361
  ;  ;2  ;-37,990  ;-70.262  ;-1,187.6  ;72.81  ;-15.694  ;10.361
  ;573  ;1  ;37,990  ;70.253  ;1,187.6  ;-72.81  ;15.694  ;-10.361
  ;  ;2  ;-37,990  ;-70.6  ;-1,187.5  ;23.083  ;-12.745  ;10.361
  ;574  ;1  ;37,990  ;70.608  ;1,187.6  ;-23.083  ;12.745  ;-10.361
  ;  ;2  ;-37,990  ;-70.955  ;-1,187.5  ;-26.642  ;-9.7808  ;10.361
  ;575  ;1  ;37,990  ;70.982  ;1,187.5  ;26.642  ;9.7808  ;-10.361
  ;  ;2  ;-37,989  ;-71.33  ;-1,187.5  ;-76.366  ;-6.8013  ;10.361
  ;576  ;1  ;37,989  ;71.294  ;1,187.5  ;76.366  ;6.8014  ;-10.361
  ;  ;2  ;-37,989  ;-71.641  ;-1,187.4  ;-126.09  ;-3.8088  ;10.361
  ;577  ;1  ;37,989  ;71.649  ;1,187.5  ;126.09  ;3.8089  ;-10.361
  ;  ;2  ;-37,989  ;-71.996  ;-1,187.4  ;-175.81  ;-0.80148  ;10.361
Beam-54(Circuler tube 1X0.06(16_GAUGE)(56)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;578  ;1  ;57,562  ;-2,677  ;-659.25  ;65.289  ;-202.31  ;39.26
  ;  ;2  ;-57,562  ;2,677  ;659.6  ;-39.106  ;96.018  ;-39.26
  ;579  ;1  ;57,562  ;-2,677  ;-659.6  ;39.106  ;-96.018  ;39.26
  ;  ;2  ;-57,562  ;2,677  ;659.95  ;-12.91  ;-10.273  ;-39.26
  ;580  ;1  ;57,562  ;-2,677  ;-659.95  ;12.91  ;10.273  ;39.26
  ;  ;2  ;-57,562  ;2,677  ;660.3  ;13.301  ;-116.56  ;-39.26
  ;581  ;1  ;57,562  ;-2,677  ;-660.3  ;-13.301  ;116.56  ;39.26
  ;  ;2  ;-57,562  ;2,677  ;660.65  ;39.525  ;-222.85  ;-39.26
  ;582  ;1  ;57,562  ;-2,677  ;-660.65  ;-39.525  ;222.85  ;39.26
  ;  ;2  ;-57,562  ;2,677  ;660.99  ;65.764  ;-329.14  ;-39.26
Beam-55(Circuler tube 1X0.06(16_GAUGE)(56)[4])  ;  ;  ;  ;  ;  ;  ;  ;
  ;583  ;1  ;-3,693.2  ;4,811.2  ;1,401.8  ;-118.73  ;517.01  ;-40.087
  ;  ;2  ;3,692.9  ;-4,811.2  ;-1,401.8  ;66.134  ;-336.48  ;40.087
  ;584  ;1  ;-3,692.9  ;4,811.2  ;1,401.8  ;-66.134  ;336.48  ;-40.087
  ;  ;2  ;3,692.6  ;-4,811.3  ;-1,401.8  ;13.533  ;-155.94  ;40.087
  ;585  ;1  ;-3,692.6  ;4,811.3  ;1,401.8  ;-13.533  ;155.94  ;-40.087
  ;  ;2  ;3,692.3  ;-4,811.3  ;-1,401.8  ;-39.067  ;24.602  ;40.087
  ;586  ;1  ;-3,692.3  ;4,811.3  ;1,401.8  ;39.067  ;-24.602  ;-40.087
  ;  ;2  ;3,691.9  ;-4,811.4  ;-1,401.8  ;-91.667  ;205.14  ;40.087
Beam-56(Circuler tube 1X0.06(16_GAUGE)(13)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;587  ;1  ;52,107  ;231.06  ;299.98  ;-143.35  ;81.744  ;33.539
  ;  ;2  ;-52,107  ;-230.7  ;-299.98  ;131.15  ;-72.347  ;-33.539
  ;588  ;1  ;52,107  ;230.69  ;300  ;-131.15  ;72.347  ;33.539
  ;  ;2  ;-52,107  ;-230.33  ;-300  ;118.94  ;-62.966  ;-33.539
  ;589  ;1  ;52,107  ;230.33  ;299.98  ;-118.94  ;62.965  ;33.539
  ;  ;2  ;-52,107  ;-229.97  ;-299.98  ;106.73  ;-53.598  ;-33.539
  ;590  ;1  ;52,107  ;229.98  ;299.98  ;-106.73  ;53.598  ;33.539
  ;  ;2  ;-52,107  ;-229.62  ;-299.98  ;94.517  ;-44.246  ;-33.539
  ;591  ;1  ;52,107  ;229.62  ;299.98  ;-94.517  ;44.246  ;33.539
  ;  ;2  ;-52,107  ;-229.26  ;-299.99  ;82.308  ;-34.908  ;-33.539
  ;592  ;1  ;52,107  ;229.27  ;300  ;-82.308  ;34.908  ;33.539
  ;  ;2  ;-52,107  ;-228.91  ;-300  ;70.098  ;-25.584  ;-33.539
  ;593  ;1  ;52,107  ;228.91  ;299.99  ;-70.098  ;25.584  ;33.539
  ;  ;2  ;-52,107  ;-228.56  ;-299.99  ;57.889  ;-16.275  ;-33.539
  ;594  ;1  ;52,107  ;228.55  ;299.99  ;-57.889  ;16.275  ;33.539
  ;  ;2  ;-52,108  ;-228.19  ;-299.99  ;45.68  ;-6.9803  ;-33.539
  ;595  ;1  ;52,108  ;228.2  ;299.99  ;-45.68  ;6.9803  ;33.539
  ;  ;2  ;-52,108  ;-227.85  ;-299.99  ;33.47  ;2.3001  ;-33.539
  ;596  ;1  ;52,108  ;227.83  ;300.01  ;-33.47  ;-2.3  ;33.539
  ;  ;2  ;-52,108  ;-227.48  ;-300.01  ;21.26  ;11.565  ;-33.539
  ;597  ;1  ;52,108  ;227.49  ;299.99  ;-21.26  ;-11.565  ;33.539
  ;  ;2  ;-52,108  ;-227.13  ;-299.99  ;9.0506  ;20.817  ;-33.539
  ;598  ;1  ;52,108  ;227.12  ;299.99  ;-9.0506  ;-20.817  ;33.539
  ;  ;2  ;-52,108  ;-226.77  ;-299.99  ;-3.1589  ;30.053  ;-33.539
  ;599  ;1  ;52,108  ;226.78  ;299.99  ;3.1589  ;-30.053  ;33.539
  ;  ;2  ;-52,108  ;-226.42  ;-299.99  ;-15.368  ;39.276  ;-33.539
  ;600  ;1  ;52,108  ;226.41  ;299.99  ;15.368  ;-39.276  ;33.539
  ;  ;2  ;-52,108  ;-226.05  ;-300  ;-27.578  ;48.483  ;-33.539
  ;601  ;1  ;52,108  ;226.06  ;300  ;27.578  ;-48.483  ;33.539
  ;  ;2  ;-52,108  ;-225.71  ;-300  ;-39.788  ;57.677  ;-33.539
  ;602  ;1  ;52,108  ;225.71  ;300  ;39.788  ;-57.677  ;33.539
  ;  ;2  ;-52,108  ;-225.35  ;-300  ;-51.997  ;66.855  ;-33.539
  ;603  ;1  ;52,108  ;225.34  ;300.02  ;51.997  ;-66.855  ;33.539
  ;  ;2  ;-52,108  ;-224.98  ;-300.02  ;-64.208  ;76.019  ;-33.539
  ;604  ;1  ;52,108  ;224.99  ;300  ;64.208  ;-76.019  ;33.539
  ;  ;2  ;-52,108  ;-224.64  ;-300  ;-76.417  ;85.169  ;-33.539
  ;605  ;1  ;52,108  ;224.63  ;300  ;76.417  ;-85.169  ;33.539
  ;  ;2  ;-52,108  ;-224.27  ;-300  ;-88.627  ;94.304  ;-33.539
  ;606  ;1  ;52,108  ;224.28  ;300  ;88.627  ;-94.304  ;33.539
  ;  ;2  ;-52,108  ;-223.93  ;-300  ;-100.84  ;103.43  ;-33.539
  ;607  ;1  ;52,108  ;223.92  ;300  ;100.84  ;-103.43  ;33.539
  ;  ;2  ;-52,108  ;-223.57  ;-300  ;-113.05  ;112.53  ;-33.539
Beam-57(Circuler tube 1X0.08(14_GAUGE)(2)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;608  ;1  ;-0.90891  ;0.59011  ;0.026436  ;-0.00020331  ;0.0048587  ;0
  ;  ;2  ;0.72696  ;-0.61569  ;-0.022278  ;-0.00019207  ;0.0049279  ;0
Beam-58(Circuler tube 1X0.08(14_GAUGE)(1)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;609  ;1  ;2,524.4  ;-98.116  ;-1,513.9  ;11.035  ;304.34  ;53.616
  ;  ;2  ;-2,524.8  ;98.116  ;1,513.9  ;45.735  ;-308.02  ;-53.616
  ;610  ;1  ;2,524.8  ;-98.116  ;-1,513.9  ;-45.735  ;308.02  ;53.616
  ;  ;2  ;-2,525.2  ;98.116  ;1,513.9  ;102.5  ;-311.7  ;-53.616
  ;611  ;1  ;2,525.2  ;-98.116  ;-1,513.9  ;-102.5  ;311.7  ;53.616
  ;  ;2  ;-2,525.6  ;98.116  ;1,513.9  ;159.27  ;-315.38  ;-53.616
  ;612  ;1  ;2,525.6  ;-98.116  ;-1,513.9  ;-159.27  ;315.38  ;53.616
  ;  ;2  ;-2,526.1  ;98.116  ;1,513.9  ;216.04  ;-319.06  ;-53.616
Beam-59(Circuler tube 1X0.06(16_GAUGE)(2)[8])  ;  ;  ;  ;  ;  ;  ;  ;
  ;613  ;1  ;7,089.4  ;-42.685  ;-38.798  ;119.38  ;211.63  ;108.27
  ;  ;2  ;-7,089.4  ;42.685  ;39.159  ;-117.78  ;-213.38  ;-108.27
  ;614  ;1  ;7,089.4  ;-42.664  ;-39.159  ;117.78  ;213.38  ;108.27
  ;  ;2  ;-7,089.4  ;42.664  ;39.519  ;-116.17  ;-215.13  ;-108.27
  ;615  ;1  ;7,089.4  ;-42.706  ;-39.519  ;116.17  ;215.13  ;108.27
  ;  ;2  ;-7,089.4  ;42.706  ;39.88  ;-114.54  ;-216.88  ;-108.27
  ;616  ;1  ;7,089.4  ;-42.685  ;-39.88  ;114.54  ;216.88  ;108.27
  ;  ;2  ;-7,089.4  ;42.685  ;40.241  ;-112.9  ;-218.63  ;-108.27
  ;617  ;1  ;7,089.4  ;-42.685  ;-40.241  ;112.9  ;218.63  ;108.27
  ;  ;2  ;-7,089.4  ;42.685  ;40.601  ;-111.25  ;-220.37  ;-108.27
  ;618  ;1  ;7,089.4  ;-42.685  ;-40.601  ;111.25  ;220.37  ;108.27
  ;  ;2  ;-7,089.4  ;42.685  ;40.962  ;-109.58  ;-222.12  ;-108.27
  ;619  ;1  ;7,089.4  ;-42.685  ;-40.962  ;109.58  ;222.12  ;108.27
  ;  ;2  ;-7,089.4  ;42.685  ;41.323  ;-107.89  ;-223.87  ;-108.27
  ;620  ;1  ;7,089.4  ;-42.685  ;-41.323  ;107.89  ;223.87  ;108.27
  ;  ;2  ;-7,089.4  ;42.685  ;41.683  ;-106.19  ;-225.62  ;-108.27
  ;621  ;1  ;7,089.4  ;-42.664  ;-41.683  ;106.19  ;225.62  ;108.27
  ;  ;2  ;-7,089.4  ;42.664  ;42.044  ;-104.48  ;-227.37  ;-108.27
  ;622  ;1  ;7,089.4  ;-42.706  ;-42.044  ;104.48  ;227.37  ;108.27
  ;  ;2  ;-7,089.4  ;42.706  ;42.404  ;-102.75  ;-229.12  ;-108.27
  ;623  ;1  ;7,089.4  ;-42.685  ;-42.404  ;102.75  ;229.12  ;108.27
  ;  ;2  ;-7,089.4  ;42.685  ;42.765  ;-101  ;-230.87  ;-108.27
Beam-60(Circuler tube 1X0.08(14_GAUGE)(2)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;624  ;1  ;357.04  ;-12,003  ;-6.4484  ;-54.043  ;1,194.1  ;-111.73
  ;  ;2  ;-357.22  ;12,003  ;6.4733  ;54.148  ;-1,388.9  ;111.73
Beam-61(Circuler tube 1X0.08(14_GAUGE)(1)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;625  ;1  ;1,604.7  ;-668.85  ;1,740.9  ;-236.11  ;338.12  ;-2.1535
  ;  ;2  ;-1,604.2  ;668.85  ;-1,740.9  ;170.8  ;-363.21  ;2.1535
  ;626  ;1  ;1,604.2  ;-668.85  ;1,740.9  ;-170.8  ;363.21  ;-2.1535
  ;  ;2  ;-1,603.8  ;668.85  ;-1,740.9  ;105.5  ;-388.29  ;2.1535
  ;627  ;1  ;1,603.8  ;-668.85  ;1,740.9  ;-105.5  ;388.29  ;-2.1535
  ;  ;2  ;-1,603.4  ;668.85  ;-1,740.9  ;40.192  ;-413.38  ;2.1535
  ;628  ;1  ;1,603.4  ;-668.85  ;1,740.9  ;-40.192  ;413.38  ;-2.1535
  ;  ;2  ;-1,603  ;668.85  ;-1,740.9  ;-25.113  ;-438.47  ;2.1535
Beam-62(Circuler tube 1X0.06(16_GAUGE)(56)[10])  ;  ;  ;  ;  ;  ;  ;  ;
  ;629  ;1  ;47,706  ;155.16  ;-2,651.2  ;546.81  ;26.558  ;97.739
  ;  ;2  ;-47,706  ;-155.51  ;2,651.2  ;-435.78  ;-20.053  ;-97.739
  ;630  ;1  ;47,706  ;155.52  ;-2,651.2  ;435.78  ;20.054  ;97.739
  ;  ;2  ;-47,706  ;-155.87  ;2,651.2  ;-324.75  ;-13.534  ;-97.739
  ;631  ;1  ;47,706  ;155.87  ;-2,651.2  ;324.75  ;13.534  ;97.739
  ;  ;2  ;-47,705  ;-156.22  ;2,651.2  ;-213.73  ;-6.999  ;-97.739
  ;632  ;1  ;47,705  ;156.22  ;-2,651.1  ;213.73  ;6.9989  ;97.739
  ;  ;2  ;-47,705  ;-156.57  ;2,651.1  ;-102.71  ;-0.44955  ;-97.739
  ;633  ;1  ;47,705  ;156.53  ;-2,651.1  ;102.71  ;0.44957  ;97.74
  ;  ;2  ;-47,705  ;-156.87  ;2,651.1  ;8.3161  ;6.1126  ;-97.74
  ;634  ;1  ;47,705  ;156.9  ;-2,651.1  ;-8.316  ;-6.1125  ;97.74
  ;  ;2  ;-47,705  ;-157.25  ;2,651  ;119.34  ;12.691  ;-97.74
  ;635  ;1  ;47,705  ;157.23  ;-2,651.1  ;-119.34  ;-12.691  ;97.739
  ;  ;2  ;-47,705  ;-157.58  ;2,651  ;230.35  ;19.282  ;-97.739
  ;636  ;1  ;47,705  ;157.6  ;-2,651  ;-230.35  ;-19.282  ;97.74
  ;  ;2  ;-47,705  ;-157.95  ;2,651  ;341.37  ;25.889  ;-97.74
  ;637  ;1  ;47,705  ;157.95  ;-2,651  ;-341.37  ;-25.889  ;97.74
  ;  ;2  ;-47,705  ;-158.29  ;2,650.9  ;452.39  ;32.511  ;-97.74
  ;638  ;1  ;47,705  ;158.28  ;-2,651  ;-452.39  ;-32.51  ;97.739
  ;  ;2  ;-47,705  ;-158.63  ;2,650.9  ;563.4  ;39.146  ;-97.739
Beam-63(Circuler tube 1X0.06(16_GAUGE)(2)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;639  ;1  ;9,317.8  ;-715.6  ;55,404  ;-2,763.2  ;-282.24  ;-334.57
  ;  ;2  ;-9,317.8  ;715.45  ;-55,404  ;1,797.4  ;269.77  ;334.57
  ;640  ;1  ;9,052  ;-2,322.6  ;55,404  ;-1,712  ;-269.77  ;-641.61
  ;  ;2  ;-9,052.1  ;2,322.5  ;-55,404  ;746.26  ;229.29  ;641.61
  ;641  ;1  ;8,511.3  ;-3,859  ;55,404  ;-623.5  ;-229.29  ;-761.44
  ;  ;2  ;-8,511.3  ;3,858.9  ;-55,404  ;-342.25  ;162.02  ;761.44
  ;642  ;1  ;7,711.9  ;-5,278.3  ;55,404  ;469.28  ;-162.02  ;-690.44
  ;  ;2  ;-7,712  ;5,278.1  ;-55,404  ;-1,435  ;70.016  ;690.44
  ;643  ;1  ;6,678.3  ;-6,537.1  ;55,404  ;1,533.1  ;-70.016  ;-430.77
