sep=;
11:56; Saturday; October 05; 2024
Study name:Front_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;  ;2  ;-203.76  ;-63.608  ;57.396  ;-17.946  ;-15.085  ;13.604
  ;527  ;1  ;203.76  ;63.608  ;-57.396  ;17.946  ;15.085  ;-13.604
  ;  ;2  ;-203.41  ;-63.699  ;57.326  ;-15.564  ;-12.441  ;13.604
  ;528  ;1  ;203.41  ;63.699  ;-57.326  ;15.564  ;12.441  ;-13.604
  ;  ;2  ;-203.06  ;-63.79  ;57.256  ;-13.185  ;-9.7942  ;13.604
  ;529  ;1  ;203.06  ;63.79  ;-57.256  ;13.185  ;9.7942  ;-13.604
  ;  ;2  ;-202.72  ;-63.881  ;57.185  ;-10.808  ;-7.1431  ;13.604
  ;530  ;1  ;202.72  ;63.881  ;-57.185  ;10.808  ;7.1431  ;-13.604
  ;  ;2  ;-202.37  ;-63.972  ;57.115  ;-8.435  ;-4.4883  ;13.604
  ;531  ;1  ;202.37  ;63.972  ;-57.115  ;8.435  ;4.4883  ;-13.604
  ;  ;2  ;-202.02  ;-64.063  ;57.045  ;-6.0645  ;-1.8297  ;13.604
  ;532  ;1  ;202.02  ;64.063  ;-57.045  ;6.0645  ;1.8297  ;-13.604
  ;  ;2  ;-201.68  ;-64.154  ;56.975  ;-3.697  ;0.83267  ;13.604
  ;533  ;1  ;201.67  ;64.155  ;-56.975  ;3.6969  ;-0.83268  ;-13.604
  ;  ;2  ;-201.33  ;-64.246  ;56.905  ;-1.3322  ;3.4989  ;13.604
  ;534  ;1  ;201.33  ;64.245  ;-56.905  ;1.3323  ;-3.4989  ;-13.604
  ;  ;2  ;-200.98  ;-64.336  ;56.835  ;1.0295  ;6.1688  ;13.604
  ;535  ;1  ;200.98  ;64.337  ;-56.835  ;-1.0295  ;-6.1688  ;-13.604
  ;  ;2  ;-200.63  ;-64.428  ;56.765  ;3.3883  ;8.8425  ;13.604
  ;536  ;1  ;200.63  ;64.427  ;-56.765  ;-3.3883  ;-8.8425  ;-13.604
  ;  ;2  ;-200.29  ;-64.518  ;56.695  ;5.7443  ;11.52  ;13.604
  ;537  ;1  ;200.29  ;64.519  ;-56.695  ;-5.7443  ;-11.52  ;-13.604
  ;  ;2  ;-199.94  ;-64.61  ;56.625  ;8.0973  ;14.201  ;13.604
  ;538  ;1  ;199.94  ;64.61  ;-56.625  ;-8.0974  ;-14.201  ;-13.604
  ;  ;2  ;-199.59  ;-64.701  ;56.555  ;10.447  ;16.886  ;13.604
  ;539  ;1  ;199.59  ;64.701  ;-56.555  ;-10.447  ;-16.886  ;-13.604
  ;  ;2  ;-199.25  ;-64.792  ;56.485  ;12.795  ;19.575  ;13.604
  ;540  ;1  ;199.25  ;64.792  ;-56.485  ;-12.795  ;-19.575  ;-13.604
  ;  ;2  ;-198.9  ;-64.883  ;56.414  ;15.139  ;22.268  ;13.604
  ;541  ;1  ;198.9  ;64.882  ;-56.414  ;-15.139  ;-22.268  ;-13.604
  ;  ;2  ;-198.55  ;-64.973  ;56.344  ;17.48  ;24.964  ;13.604
  ;542  ;1  ;198.55  ;64.974  ;-56.345  ;-17.48  ;-24.964  ;-13.604
  ;  ;2  ;-198.2  ;-65.065  ;56.275  ;19.819  ;27.664  ;13.604
Beam-51(Circuler tube 1X0.06(16_GAUGE)(59)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;543  ;1  ;829.06  ;-214.49  ;-338.63  ;64.816  ;-68.677  ;22.26
  ;  ;2  ;-829.07  ;214.49  ;338.99  ;-51.175  ;60.041  ;-22.26
  ;544  ;1  ;829.07  ;-214.49  ;-338.99  ;51.174  ;-60.041  ;22.26
  ;  ;2  ;-829.08  ;214.49  ;339.34  ;-37.519  ;51.405  ;-22.26
  ;545  ;1  ;829.08  ;-214.49  ;-339.34  ;37.519  ;-51.405  ;22.26
  ;  ;2  ;-829.09  ;214.49  ;339.7  ;-23.85  ;42.77  ;-22.26
  ;546  ;1  ;829.09  ;-214.49  ;-339.7  ;23.85  ;-42.77  ;22.26
  ;  ;2  ;-829.1  ;214.49  ;340.05  ;-10.166  ;34.134  ;-22.26
  ;547  ;1  ;829.1  ;-214.49  ;-340.05  ;10.166  ;-34.134  ;22.26
  ;  ;2  ;-829.11  ;214.49  ;340.41  ;3.5321  ;25.498  ;-22.26
  ;548  ;1  ;829.11  ;-214.49  ;-340.4  ;-3.5322  ;-25.498  ;22.26
  ;  ;2  ;-829.12  ;214.49  ;340.76  ;17.244  ;16.863  ;-22.26
  ;549  ;1  ;829.12  ;-214.49  ;-340.76  ;-17.244  ;-16.863  ;22.26
  ;  ;2  ;-829.13  ;214.49  ;341.11  ;30.971  ;8.2268  ;-22.26
  ;550  ;1  ;829.13  ;-214.49  ;-341.11  ;-30.971  ;-8.2268  ;22.26
  ;  ;2  ;-829.14  ;214.49  ;341.47  ;44.712  ;-0.40887  ;-22.26
  ;551  ;1  ;829.14  ;-214.49  ;-341.47  ;-44.712  ;0.40889  ;22.26
  ;  ;2  ;-829.15  ;214.49  ;341.82  ;58.467  ;-9.0446  ;-22.26
  ;552  ;1  ;829.15  ;-214.49  ;-341.82  ;-58.467  ;9.0445  ;22.26
  ;  ;2  ;-829.16  ;214.49  ;342.18  ;72.236  ;-17.68  ;-22.26
  ;553  ;1  ;829.16  ;-214.49  ;-342.18  ;-72.236  ;17.68  ;22.26
  ;  ;2  ;-829.17  ;214.49  ;342.53  ;86.02  ;-26.316  ;-22.26
  ;554  ;1  ;829.17  ;-214.49  ;-342.53  ;-86.02  ;26.316  ;22.26
  ;  ;2  ;-829.18  ;214.49  ;342.88  ;99.818  ;-34.952  ;-22.26
  ;555  ;1  ;829.18  ;-214.49  ;-342.89  ;-99.818  ;34.952  ;22.26
  ;  ;2  ;-829.19  ;214.49  ;343.24  ;113.63  ;-43.587  ;-22.26
Beam-52(Circuler tube 1X0.06(16_GAUGE)(13)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;556  ;1  ;47,713  ;-2,007.8  ;-495.11  ;143.11  ;-589.27  ;23.281
  ;  ;2  ;-47,713  ;2,007.4  ;495.11  ;-123.15  ;508.33  ;-23.281
  ;557  ;1  ;47,713  ;-2,007.4  ;-495.1  ;123.15  ;-508.33  ;23.281
  ;  ;2  ;-47,713  ;2,007.1  ;495.1  ;-103.18  ;427.4  ;-23.281
  ;558  ;1  ;47,713  ;-2,007.1  ;-495.09  ;103.18  ;-427.4  ;23.281
  ;  ;2  ;-47,713  ;2,006.7  ;495.09  ;-83.223  ;346.48  ;-23.281
  ;559  ;1  ;47,713  ;-2,006.7  ;-495.11  ;83.223  ;-346.48  ;23.281
  ;  ;2  ;-47,713  ;2,006.4  ;495.12  ;-63.261  ;265.58  ;-23.281
  ;560  ;1  ;47,713  ;-2,006.4  ;-495.11  ;63.261  ;-265.58  ;23.281
  ;  ;2  ;-47,713  ;2,006  ;495.11  ;-43.299  ;184.69  ;-23.281
  ;561  ;1  ;47,713  ;-2,006  ;-495.09  ;43.299  ;-184.69  ;23.281
  ;  ;2  ;-47,713  ;2,005.6  ;495.1  ;-23.337  ;103.82  ;-23.281
  ;562  ;1  ;47,713  ;-2,005.7  ;-495.13  ;23.337  ;-103.82  ;23.281
  ;  ;2  ;-47,713  ;2,005.3  ;495.13  ;-3.374  ;22.962  ;-23.281
  ;563  ;1  ;47,713  ;-2,005.3  ;-495.11  ;3.374  ;-22.962  ;23.281
  ;  ;2  ;-47,714  ;2,005  ;495.11  ;16.588  ;-57.883  ;-23.281
  ;564  ;1  ;47,714  ;-2,005  ;-495.1  ;-16.588  ;57.883  ;23.281
  ;  ;2  ;-47,714  ;2,004.6  ;495.1  ;36.55  ;-138.71  ;-23.281
  ;565  ;1  ;47,714  ;-2,004.6  ;-495.14  ;-36.55  ;138.71  ;23.281
  ;  ;2  ;-47,714  ;2,004.3  ;495.14  ;56.513  ;-219.53  ;-23.281
  ;566  ;1  ;47,714  ;-2,004.3  ;-495.12  ;-56.513  ;219.53  ;23.281
  ;  ;2  ;-47,714  ;2,003.9  ;495.12  ;76.476  ;-300.33  ;-23.281
  ;567  ;1  ;47,714  ;-2,003.9  ;-495.12  ;-76.476  ;300.33  ;23.281
  ;  ;2  ;-47,714  ;2,003.6  ;495.13  ;96.439  ;-381.12  ;-23.281
Beam-53(Circuler tube 1X0.06(16_GAUGE)(56)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;568  ;1  ;21,243  ;-35.084  ;865.12  ;-228.88  ;-3.9036  ;-14.607
  ;  ;2  ;-21,243  ;34.737  ;-865.09  ;192.66  ;2.4418  ;14.607
  ;569  ;1  ;21,243  ;-34.731  ;865.1  ;-192.66  ;-2.441  ;-14.607
  ;  ;2  ;-21,243  ;34.384  ;-865.07  ;156.43  ;0.99398  ;14.607
  ;570  ;1  ;21,243  ;-34.384  ;865.07  ;-156.43  ;-0.99398  ;-14.607
  ;  ;2  ;-21,243  ;34.037  ;-865.04  ;120.21  ;-0.4385  ;14.607
  ;571  ;1  ;21,243  ;-34.023  ;865.03  ;-120.21  ;0.43838  ;-14.607
  ;  ;2  ;-21,243  ;33.676  ;-864.99  ;83.991  ;-1.8558  ;14.607
  ;572  ;1  ;21,243  ;-33.689  ;865.01  ;-83.991  ;1.8558  ;-14.607
  ;  ;2  ;-21,243  ;33.342  ;-864.98  ;47.771  ;-3.2592  ;14.607
  ;573  ;1  ;21,243  ;-33.347  ;864.96  ;-47.771  ;3.2593  ;-14.607
  ;  ;2  ;-21,243  ;33  ;-864.92  ;11.553  ;-4.6483  ;14.607
  ;574  ;1  ;21,243  ;-32.995  ;864.93  ;-11.553  ;4.6483  ;-14.607
  ;  ;2  ;-21,243  ;32.648  ;-864.9  ;-24.663  ;-6.0227  ;14.607
  ;575  ;1  ;21,243  ;-32.633  ;864.89  ;24.663  ;6.0226  ;-14.607
  ;  ;2  ;-21,242  ;32.286  ;-864.86  ;-60.878  ;-7.3818  ;14.607
  ;576  ;1  ;21,242  ;-32.306  ;864.86  ;60.878  ;7.3819  ;-14.607
  ;  ;2  ;-21,242  ;31.958  ;-864.83  ;-97.092  ;-8.7273  ;14.607
  ;577  ;1  ;21,242  ;-31.954  ;864.83  ;97.092  ;8.7274  ;-14.607
  ;  ;2  ;-21,242  ;31.607  ;-864.8  ;-133.3  ;-10.058  ;14.607
Beam-54(Circuler tube 1X0.06(16_GAUGE)(56)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;578  ;1  ;40,560  ;-2,175  ;-539.97  ;36.692  ;-208.71  ;29.668
  ;  ;2  ;-40,560  ;2,175  ;540.32  ;-15.246  ;122.35  ;-29.668
  ;579  ;1  ;40,560  ;-2,175  ;-540.32  ;15.246  ;-122.35  ;29.668
  ;  ;2  ;-40,560  ;2,175  ;540.66  ;6.215  ;35.995  ;-29.668
  ;580  ;1  ;40,560  ;-2,175  ;-540.66  ;-6.215  ;-35.995  ;29.668
  ;  ;2  ;-40,560  ;2,175  ;541.01  ;27.689  ;-50.363  ;-29.668
  ;581  ;1  ;40,560  ;-2,175  ;-541.01  ;-27.689  ;50.363  ;29.668
  ;  ;2  ;-40,560  ;2,175  ;541.36  ;49.178  ;-136.72  ;-29.668
  ;582  ;1  ;40,560  ;-2,175  ;-541.36  ;-49.178  ;136.72  ;29.668
  ;  ;2  ;-40,560  ;2,175  ;541.71  ;70.68  ;-223.08  ;-29.668
Beam-55(Circuler tube 1X0.06(16_GAUGE)(56)[4])  ;  ;  ;  ;  ;  ;  ;  ;
  ;583  ;1  ;-3,868.7  ;4,111.7  ;1,301.8  ;-102.12  ;370.51  ;-15.974
  ;  ;2  ;3,868.3  ;-4,111.7  ;-1,301.8  ;53.268  ;-216.22  ;15.974
  ;584  ;1  ;-3,868.3  ;4,111.7  ;1,301.8  ;-53.268  ;216.22  ;-15.974
  ;  ;2  ;3,868  ;-4,111.8  ;-1,301.8  ;4.4188  ;-61.927  ;15.974
  ;585  ;1  ;-3,868  ;4,111.8  ;1,301.8  ;-4.4188  ;61.927  ;-15.974
  ;  ;2  ;3,867.7  ;-4,111.8  ;-1,301.8  ;-44.431  ;92.366  ;15.974
  ;586  ;1  ;-3,867.7  ;4,111.8  ;1,301.8  ;44.431  ;-92.366  ;-15.974
  ;  ;2  ;3,867.4  ;-4,111.9  ;-1,301.8  ;-93.281  ;246.66  ;15.974
Beam-56(Circuler tube 1X0.06(16_GAUGE)(13)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;587  ;1  ;38,178  ;193.68  ;86.196  ;-30.601  ;71.756  ;2.6988
  ;  ;2  ;-38,178  ;-193.32  ;-86.197  ;27.093  ;-63.88  ;-2.6988
  ;588  ;1  ;38,178  ;193.31  ;86.211  ;-27.093  ;63.88  ;2.6987
  ;  ;2  ;-38,178  ;-192.95  ;-86.212  ;23.584  ;-56.02  ;-2.6987
  ;589  ;1  ;38,178  ;192.95  ;86.198  ;-23.584  ;56.02  ;2.6987
  ;  ;2  ;-38,178  ;-192.59  ;-86.199  ;20.076  ;-48.174  ;-2.6987
  ;590  ;1  ;38,178  ;192.6  ;86.2  ;-20.076  ;48.174  ;2.6987
  ;  ;2  ;-38,178  ;-192.24  ;-86.201  ;16.567  ;-40.343  ;-2.6987
  ;591  ;1  ;38,178  ;192.24  ;86.2  ;-16.567  ;40.343  ;2.6987
  ;  ;2  ;-38,178  ;-191.88  ;-86.202  ;13.059  ;-32.526  ;-2.6987
  ;592  ;1  ;38,178  ;191.89  ;86.214  ;-13.059  ;32.526  ;2.6987
  ;  ;2  ;-38,178  ;-191.53  ;-86.215  ;9.5502  ;-24.724  ;-2.6987
  ;593  ;1  ;38,178  ;191.53  ;86.203  ;-9.5502  ;24.724  ;2.6987
  ;  ;2  ;-38,178  ;-191.18  ;-86.204  ;6.0418  ;-16.936  ;-2.6987
  ;594  ;1  ;38,178  ;191.17  ;86.204  ;-6.0418  ;16.936  ;2.6987
  ;  ;2  ;-38,178  ;-190.81  ;-86.205  ;2.5333  ;-9.1623  ;-2.6987
  ;595  ;1  ;38,178  ;190.82  ;86.205  ;-2.5333  ;9.1623  ;2.6987
  ;  ;2  ;-38,178  ;-190.47  ;-86.206  ;-0.97516  ;-1.4033  ;-2.6987
  ;596  ;1  ;38,178  ;190.46  ;86.219  ;0.97516  ;1.4033  ;2.6987
  ;  ;2  ;-38,178  ;-190.1  ;-86.22  ;-4.4842  ;6.3409  ;-2.6987
  ;597  ;1  ;38,178  ;190.11  ;86.207  ;4.4842  ;-6.3409  ;2.6987
  ;  ;2  ;-38,178  ;-189.75  ;-86.208  ;-7.9928  ;14.071  ;-2.6987
  ;598  ;1  ;38,178  ;189.75  ;86.208  ;7.9928  ;-14.071  ;2.6987
  ;  ;2  ;-38,179  ;-189.39  ;-86.209  ;-11.501  ;21.786  ;-2.6987
  ;599  ;1  ;38,179  ;189.4  ;86.209  ;11.501  ;-21.786  ;2.6987
  ;  ;2  ;-38,179  ;-189.04  ;-86.21  ;-15.01  ;29.487  ;-2.6987
  ;600  ;1  ;38,179  ;189.03  ;86.21  ;15.01  ;-29.487  ;2.6987
  ;  ;2  ;-38,179  ;-188.68  ;-86.211  ;-18.519  ;37.174  ;-2.6987
  ;601  ;1  ;38,179  ;188.68  ;86.211  ;18.519  ;-37.174  ;2.6987
  ;  ;2  ;-38,179  ;-188.33  ;-86.212  ;-22.028  ;44.846  ;-2.6987
  ;602  ;1  ;38,179  ;188.33  ;86.212  ;22.028  ;-44.846  ;2.6987
  ;  ;2  ;-38,179  ;-187.97  ;-86.214  ;-25.536  ;52.503  ;-2.6987
  ;603  ;1  ;38,179  ;187.96  ;86.228  ;25.537  ;-52.503  ;2.6988
  ;  ;2  ;-38,179  ;-187.61  ;-86.229  ;-29.046  ;60.146  ;-2.6988
  ;604  ;1  ;38,179  ;187.62  ;86.215  ;29.046  ;-60.146  ;2.6987
  ;  ;2  ;-38,179  ;-187.26  ;-86.216  ;-32.555  ;67.774  ;-2.6987
  ;605  ;1  ;38,179  ;187.25  ;86.216  ;32.555  ;-67.774  ;2.6987
  ;  ;2  ;-38,179  ;-186.9  ;-86.217  ;-36.064  ;75.388  ;-2.6987
  ;606  ;1  ;38,179  ;186.9  ;86.217  ;36.064  ;-75.388  ;2.6987
  ;  ;2  ;-38,179  ;-186.55  ;-86.218  ;-39.573  ;82.988  ;-2.6987
  ;607  ;1  ;38,179  ;186.54  ;86.218  ;39.573  ;-82.988  ;2.6987
  ;  ;2  ;-38,179  ;-186.19  ;-86.219  ;-43.082  ;90.573  ;-2.6987
Beam-57(Circuler tube 1X0.08(14_GAUGE)(2)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;608  ;1  ;-0.46113  ;0.25061  ;0.0076625  ;-5.0942e-05  ;0.0021032  ;0
  ;  ;2  ;0.27917  ;-0.27619  ;-0.0035047  ;-3.9694e-05  ;0.0021724  ;0
Beam-58(Circuler tube 1X0.08(14_GAUGE)(1)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;609  ;1  ;1,712.5  ;-71.261  ;-615.02  ;-3.8558  ;180.63  ;11.291
  ;  ;2  ;-1,712.9  ;71.261  ;615.02  ;26.919  ;-183.3  ;-11.291
  ;610  ;1  ;1,712.9  ;-71.261  ;-615.02  ;-26.919  ;183.3  ;11.291
  ;  ;2  ;-1,713.3  ;71.261  ;615.02  ;49.983  ;-185.97  ;-11.291
  ;611  ;1  ;1,713.3  ;-71.261  ;-615.02  ;-49.983  ;185.97  ;11.291
  ;  ;2  ;-1,713.7  ;71.261  ;615.02  ;73.046  ;-188.65  ;-11.291
  ;612  ;1  ;1,713.7  ;-71.261  ;-615.02  ;-73.046  ;188.65  ;11.291
  ;  ;2  ;-1,714.2  ;71.261  ;615.02  ;96.109  ;-191.32  ;-11.291
Beam-59(Circuler tube 1X0.06(16_GAUGE)(2)[8])  ;  ;  ;  ;  ;  ;  ;  ;
  ;613  ;1  ;0  ;0  ;1.9834  ;-0.14897  ;0  ;-4.299e-08
  ;  ;2  ;0  ;0  ;-1.6228  ;0.075098  ;0  ;4.299e-08
  ;614  ;1  ;0  ;0  ;1.6228  ;-0.075098  ;0  ;1.7554e-07
  ;  ;2  ;0  ;0  ;-1.2622  ;0.016005  ;0  ;-1.7554e-07
  ;615  ;1  ;0  ;0  ;1.2622  ;-0.016005  ;0  ;8.2398e-08
  ;  ;2  ;0  ;0  ;-0.90157  ;-0.028316  ;0  ;-8.2398e-08
  ;616  ;1  ;0  ;0  ;0.90157  ;0.028316  ;0  ;-1.2921e-19
  ;  ;2  ;0  ;0  ;-0.54094  ;-0.057862  ;0  ;1.2921e-19
  ;617  ;1  ;0  ;0  ;0.54094  ;0.057862  ;0  ;-6.456e-20
  ;  ;2  ;0  ;0  ;-0.18031  ;-0.072636  ;0  ;6.456e-20
  ;618  ;1  ;0  ;0  ;0.18031  ;0.072636  ;0  ;5.294e-23
  ;  ;2  ;0  ;0  ;0.18031  ;-0.072636  ;0  ;-5.294e-23
  ;619  ;1  ;0  ;0  ;-0.18031  ;0.072636  ;0  ;6.4626e-20
  ;  ;2  ;0  ;0  ;0.54094  ;-0.057862  ;0  ;-6.4626e-20
  ;620  ;1  ;0  ;0  ;-0.54094  ;0.057862  ;0  ;1.2924e-19
  ;  ;2  ;0  ;0  ;0.90157  ;-0.028316  ;0  ;-1.2924e-19
  ;621  ;1  ;0  ;0  ;-0.90157  ;0.028316  ;0  ;-8.2398e-08
  ;  ;2  ;0  ;0  ;1.2622  ;0.016005  ;0  ;8.2398e-08
  ;622  ;1  ;0  ;0  ;-1.2622  ;-0.016005  ;0  ;-1.7554e-07
  ;  ;2  ;0  ;0  ;1.6228  ;0.075098  ;0  ;1.7554e-07
  ;623  ;1  ;0  ;0  ;-1.6228  ;-0.075098  ;0  ;4.299e-08
  ;  ;2  ;0  ;0  ;1.9834  ;0.14897  ;0  ;-4.299e-08
Beam-60(Circuler tube 1X0.08(14_GAUGE)(2)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;624  ;1  ;-969.26  ;-4,304.1  ;246.02  ;83.292  ;438.59  ;6.5838
  ;  ;2  ;969.08  ;4,304.2  ;-245.99  ;-87.286  ;-508.46  ;-6.5838
Beam-61(Circuler tube 1X0.08(14_GAUGE)(1)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;625  ;1  ;1,840.1  ;58.89  ;688.08  ;-103.14  ;185.75  ;-11.612
  ;  ;2  ;-1,839.7  ;-58.89  ;-688.08  ;77.328  ;-183.54  ;11.612
  ;626  ;1  ;1,839.7  ;58.89  ;688.08  ;-77.328  ;183.54  ;-11.612
  ;  ;2  ;-1,839.3  ;-58.89  ;-688.08  ;51.517  ;-181.33  ;11.612
  ;627  ;1  ;1,839.3  ;58.89  ;688.08  ;-51.517  ;181.33  ;-11.612
  ;  ;2  ;-1,838.8  ;-58.89  ;-688.08  ;25.706  ;-179.12  ;11.612
  ;628  ;1  ;1,838.8  ;58.89  ;688.08  ;-25.706  ;179.12  ;-11.612
  ;  ;2  ;-1,838.4  ;-58.89  ;-688.08  ;-0.10543  ;-176.91  ;11.612
Beam-62(Circuler tube 1X0.06(16_GAUGE)(56)[10])  ;  ;  ;  ;  ;  ;  ;  ;
  ;629  ;1  ;20,992  ;-47.469  ;-892.74  ;220.88  ;-5.3436  ;13.36
  ;  ;2  ;-20,992  ;47.122  ;892.71  ;-183.49  ;3.363  ;-13.36
  ;630  ;1  ;20,992  ;-47.117  ;-892.72  ;183.49  ;-3.3623  ;13.36
  ;  ;2  ;-20,992  ;46.77  ;892.69  ;-146.11  ;1.3964  ;-13.36
  ;631  ;1  ;20,992  ;-46.771  ;-892.68  ;146.11  ;-1.3966  ;13.36
  ;  ;2  ;-20,991  ;46.424  ;892.65  ;-108.72  ;-0.55478  ;-13.36
  ;632  ;1  ;20,991  ;-46.422  ;-892.64  ;108.72  ;0.55471  ;13.36
  ;  ;2  ;-20,991  ;46.075  ;892.61  ;-71.343  ;-2.4915  ;-13.36
  ;633  ;1  ;20,991  ;-46.093  ;-892.62  ;71.343  ;2.4915  ;13.36
  ;  ;2  ;-20,991  ;45.746  ;892.59  ;-33.963  ;-4.4145  ;-13.36
  ;634  ;1  ;20,991  ;-45.732  ;-892.57  ;33.963  ;4.4146  ;13.36
  ;  ;2  ;-20,991  ;45.385  ;892.54  ;3.4153  ;-6.3224  ;-13.36
  ;635  ;1  ;20,991  ;-45.395  ;-892.55  ;-3.4153  ;6.3224  ;13.36
  ;  ;2  ;-20,991  ;45.047  ;892.52  ;40.792  ;-8.2162  ;-13.36
  ;636  ;1  ;20,991  ;-45.038  ;-892.51  ;-40.792  ;8.2162  ;13.36
  ;  ;2  ;-20,991  ;44.691  ;892.48  ;78.168  ;-10.095  ;-13.36
  ;637  ;1  ;20,991  ;-44.691  ;-892.48  ;-78.168  ;10.095  ;13.36
  ;  ;2  ;-20,991  ;44.343  ;892.44  ;115.54  ;-11.959  ;-13.36
  ;638  ;1  ;20,991  ;-44.349  ;-892.45  ;-115.54  ;11.959  ;13.36
  ;  ;2  ;-20,991  ;44.002  ;892.42  ;152.91  ;-13.809  ;-13.36
Beam-63(Circuler tube 1X0.06(16_GAUGE)(2)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;639  ;1  ;0.16518  ;-0.39507  ;0  ;0  ;-0.0073777  ;0
  ;  ;2  ;-0.17856  ;0.2422  ;0  ;0  ;0.0018235  ;0
  ;640  ;1  ;0.13379  ;-0.26953  ;0  ;0  ;-0.0018235  ;0
  ;  ;2  ;-0.1735  ;0.12131  ;0  ;0  ;-0.0015829  ;0
  ;641  ;1  ;0.1498  ;-0.1496  ;0  ;0  ;0.0015829  ;0
  ;  ;2  ;-0.21465  ;0.010525  ;0  ;0  ;-0.0029785  ;0
  ;642  ;1  ;0.20956  ;-0.047639  ;0  ;0  ;0.0029785  ;0
  ;  ;2  ;-0.29758  ;-0.078058  ;0  ;0  ;-0.0027133  ;0
  ;643  ;1  ;0.30661  ;0.025199  ;0  ;0  ;0.0027133  ;0
  ;  ;2  ;-0.41511  ;-0.1337  ;0  ;0  ;-0.0013284  ;0
  ;644  ;1  ;0.43202  ;0.059588  ;0  ;0  ;0.0013284  ;0
  ;  ;2  ;-0.55772  ;-0.1476  ;0  ;0  ;0.00047736  ;0
  ;645  ;1  ;0.57488  ;0.048512  ;0  ;0  ;-0.00047736  ;0
  ;  ;2  ;-0.71395  ;-0.11336  ;0  ;0  ;0.0018882  ;0
  ;646  ;1  ;0.72279  ;-0.012336  ;0  ;0  ;-0.0018882  ;0
  ;  ;2  ;-0.87101  ;-0.027379  ;0  ;0  ;0.0020193  ;0
  ;647  ;1  ;0.86253  ;-0.12429  ;0  ;0  ;-0.0020193  ;0
  ;  ;2  ;-1.0154  ;0.11091  ;0  ;0  ;-3.0612e-05  ;0
Beam-64(Circuler tube 1X0.06(16_GAUGE)(1)[8])  ;  ;  ;  ;  ;  ;  ;  ;
  ;648  ;1  ;13,072  ;-1,273  ;-432.09  ;2.9736  ;-30.279  ;0.61893
  ;  ;2  ;-13,072  ;1,273.1  ;432.09  ;0.79231  ;19.184  ;-0.61893
  ;649  ;1  ;12,653  ;-3,523.7  ;-432.09  ;-0.88775  ;-19.184  ;0.47194
  ;  ;2  ;-12,653  ;3,523.8  ;432.09  ;4.6537  ;-11.528  ;-0.47194
  ;650  ;1  ;11,848  ;-5,667.3  ;-432.09  ;-4.6649  ;11.528  ;-0.34332
  ;  ;2  ;-11,848  ;5,667.4  ;432.09  ;8.4309  ;-60.922  ;0.34332
  ;651  ;1  ;10,684  ;-7,638.8  ;-432.09  ;-8.2432  ;60.922  ;-1.8021
  ;  ;2  ;-10,684  ;7,638.8  ;432.09  ;12.009  ;-127.5  ;1.8021
  ;652  ;1  ;9,601.2  ;-8,962.3  ;-432.09  ;-11.673  ;127.5  ;-3.3471
  ;  ;2  ;-9,601.2  ;8,962.3  ;432.09  ;13.532  ;-166.05  ;3.3471
  ;653  ;1  ;-1,941.4  ;-2,215.9  ;289.43  ;-32.02  ;-53.914  ;45.099
  ;  ;2  ;1,941.4  ;2,215.9  ;-289.43  ;30.74  ;44.114  ;-45.099
  ;654  ;1  ;-2,215.2  ;-1,942.2  ;289.43  ;-36.388  ;-44.114  ;40.679
  ;  ;2  ;2,215.3  ;1,942.3  ;-289.43  ;33.866  ;27.186  ;-40.679
  ;655  ;1  ;-2,518.9  ;-1,528.1  ;289.43  ;-40.415  ;-27.186  ;34.18
  ;  ;2  ;2,519  ;1,528.1  ;-289.43  ;37.893  ;13.868  ;-34.18
  ;656  ;1  ;-2,746.1  ;-1,067.5  ;289.43  ;-43.252  ;-13.868  ;27.081
  ;  ;2  ;2,746.1  ;1,067.5  ;-289.43  ;40.73  ;4.5643  ;-27.081
  ;657  ;1  ;-2,889.8  ;-574.41  ;289.43  ;-44.813  ;-4.5643  ;19.597
  ;  ;2  ;2,889.9  ;574.42  ;-289.43  ;42.291  ;-0.44204  ;-19.597
Beam-65(Circuler tube 1X0.06(16_GAUGE)(56)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;658  ;1  ;-8,251.7  ;82.047  ;-1,350.3  ;97.902  ;-24.478  ;72.726
  ;  ;2  ;8,251.5  ;-82.297  ;1,350.3  ;-43.685  ;27.778  ;-72.726
  ;659  ;1  ;-8,251.5  ;82.305  ;-1,350.3  ;43.685  ;-27.778  ;72.726
  ;  ;2  ;8,251.2  ;-82.555  ;1,350.3  ;10.534  ;31.088  ;-72.726
  ;660  ;1  ;-8,251.2  ;82.55  ;-1,350.3  ;-10.534  ;-31.088  ;72.726
